Station_Name,Country,Province,City,Cnty,Station_Id_C,Station_Id_d,Lat,Lon,Alti
抚远,中国,黑龙江省,佳木斯市,抚远市,50779,50779,48.3425,134.4208,40.8
七台河,中国,黑龙江省,七台河市,市辖区,50971,50971,45.8397,130.9842,194.9
勃利,中国,黑龙江省,七台河市,勃利县,50973,50973,45.7528,130.6061,234.4
牡丹江,中国,黑龙江省,牡丹江市,东安区,54094,54094,44.5039,129.6683,305.7
林口,中国,黑龙江省,牡丹江市,林口县,50979,50979,45.2753,130.2442,274.7
绥芬河,中国,黑龙江省,牡丹江市,绥芬河市,54096,54096,44.3925,131.1758,567.8
海林,中国,黑龙江省,牡丹江市,海林市,54092,54092,44.5933,129.4078,292.1
宁安,中国,黑龙江省,牡丹江市,宁安市,54098,54098,44.3392,129.4486,267.9
穆棱,中国,黑龙江省,牡丹江市,穆棱市,54093,54093,44.9086,130.535,266.3
东宁,中国,黑龙江省,牡丹江市,东宁市,54099,54099,44.0931,131.1139,175.2
爱辉,中国,黑龙江省,黑河市,爱辉区,50468,50468,50.2481,127.4619,166.4
嫩江,中国,黑龙江省,黑河市,嫩江县,50557,50557,49.1561,125.2278,242.2
逊克,中国,黑龙江省,黑河市,逊克县,50566,50566,49.5653,128.4753,116
孙吴,中国,黑龙江省,黑河市,孙吴县,50564,50564,49.4169,127.3314,234.1
北安,中国,黑龙江省,黑河市,北安市,50656,50656,48.2628,126.5072,278.4
五大连池,中国,黑龙江省,黑河市,五大连池市,50655,50655,48.4981,126.1908,271.9
北林,中国,黑龙江省,绥化市,市辖区,50853,50853,46.6167,126.9667,179.6
望奎,中国,黑龙江省,绥化市,望奎县,50852,50852,46.7505,126.4833,176.8
兰西,中国,黑龙江省,绥化市,兰西县,50859,50859,46.2875,126.2775,169.3
青冈,中国,黑龙江省,绥化市,青冈县,50851,50851,46.6944,126.085,207.4
庆安,中国,黑龙江省,绥化市,庆安县,50861,50861,46.8906,127.4833,182.4
明水,中国,黑龙江省,绥化市,明水县,50758,50758,47.1511,125.8933,240
绥棱,中国,黑龙江省,绥化市,绥棱县,50767,50767,47.2333,127.1,202.7
安达,中国,黑龙江省,绥化市,安达市,50854,50854,46.3856,125.3236,149.3
肇东,中国,黑龙江省,绥化市,肇东市,50858,50858,46.0197,125.8069,159.5
海伦,中国,黑龙江省,绥化市,海伦市,50756,50756,47.4453,126.8747,219.7
加格达奇,中国,黑龙江省,大兴安岭地区,加格达奇区,50442,50442,50.4064,124.1194,371.7
新林,中国,黑龙江省,大兴安岭地区,新林区,50349,50349,51.665,124.3917,501.5
呼中,中国,黑龙江省,大兴安岭地区,呼中区,50247,50247,52.0361,123.5722,514.5
呼玛,中国,黑龙江省,大兴安岭地区,呼玛县,50353,50353,51.7261,126.6389,173.9
塔河,中国,黑龙江省,大兴安岭地区,塔河县,50246,50246,52.3481,124.7183,361.9
漠河,中国,黑龙江省,大兴安岭地区,漠河县,50136,50136,52.9744,122.5108,438.5
北极村,中国,黑龙江省,大兴安岭地区,漠河县,50137,50137,53.4692,122.3783,296
徐家汇,中国,上海市,市辖区,徐汇区,58367,58367,31.1922,121.4317,2
闵行,中国,上海市,市辖区,闵行区,58361,58361,31.1031,121.3658,3.4
上海,中国,上海市,市辖区,宝山区,58362,58362,31.3908,121.4447,3.3
嘉定,中国,上海市,市辖区,嘉定区,58365,58365,31.3803,121.1992,4.7
南汇,中国,上海市,市辖区,浦东新区,58369,58369,31.0564,121.7883,2.7
浦东,中国,上海市,市辖区,浦东新区,58370,58370,31.2214,121.5486,2.4
金山,中国,上海市,市辖区,金山区,58460,58460,30.8167,121.2731,3.2
松江,中国,上海市,市辖区,松江区,58462,58462,31.0197,121.1758,5.9
青浦,中国,上海市,市辖区,青浦区,58461,58461,31.1342,121.1222,2.2
奉贤,中国,上海市,市辖区,奉贤区,58463,58463,30.8872,121.4956,2.6
崇明,中国,上海市,市辖区,崇明区,58366,58366,31.6664,121.4928,2.3
浦口,中国,江苏省,南京市,浦口区,58237,58237,32.0653,118.59,46.6
南京,中国,江苏省,南京市,江宁区,58238,58238,31.9333,118.9,35.2
六合,中国,江苏省,南京市,六合区,58235,58235,32.3686,118.8472,10.4
溧水,中国,江苏省,南京市,溧水区,58340,58340,31.6028,119.0639,30.4
高淳,中国,江苏省,南京市,高淳区,58339,58339,31.3333,118.9039,16.6
无锡,中国,江苏省,无锡市,锡山区,58354,58354,31.6128,120.3544,3
江阴,中国,江苏省,无锡市,江阴市,58351,58351,31.8942,120.2931,4.1
宜兴,中国,江苏省,无锡市,宜兴市,58346,58346,31.3386,119.8097,16.4
徐州,中国,江苏省,徐州市,市辖区,58027,58027,34.2872,117.1586,41.2
丰县,中国,江苏省,徐州市,丰县,58012,58012,34.6719,116.6561,42
沛县,中国,江苏省,徐州市,沛县,58013,58013,34.7533,116.9058,36.5
睢宁,中国,江苏省,徐州市,睢宁县,58130,58130,33.9406,117.9583,23.8
新沂,中国,江苏省,徐州市,新沂市,58035,58035,34.3319,118.3536,29.3
邳州,中国,江苏省,徐州市,邳州市,58026,58026,34.3942,118.0189,25.7
金坛,中国,江苏省,常州市,金坛区,58342,58342,31.7103,119.5394,5.4
溧阳,中国,江苏省,常州市,溧阳市,58345,58345,31.4308,119.5,5.9
东山,中国,江苏省,苏州市,吴中区,58358,58358,31.0797,120.4344,16.7
苏州,中国,江苏省,苏州市,相城区,58349,58349,31.4147,120.5619,8
吴江,中国,江苏省,苏州市,吴江区,58359,58359,31.1442,120.6219,4.7
常熟,中国,江苏省,苏州市,常熟市,58352,58352,31.6281,120.7622,11.5
张家港,中国,江苏省,苏州市,张家港市,58353,58353,31.8586,120.5697,11.5
昆山,中国,江苏省,苏州市,昆山市,58356,58356,31.3975,120.995,3.2
太仓,中国,江苏省,苏州市,太仓市,58377,58377,31.5136,121.1075,5.7
海安,中国,江苏省,南通市, ,58254,58254,32.5486,120.4125,6.1
南通,中国,江苏省,南通市,市辖区,58259,58259,32.0758,120.9769,4.7
通州,中国,江苏省,南通市,通州区,58268,58268,32.1,121.0833,4.4
如东,中国,江苏省,南通市,如东县,58264,58264,32.3422,121.2206,5.5
吕四,中国,江苏省,南通市,启东市,58265,58265,32.0994,121.5444,3.8
启东,中国,江苏省,南通市,启东市,58269,58269,31.7939,121.6439,3.3
如皋,中国,江苏省,南通市,如皋市,58255,58255,32.3811,120.6103,8
海门,中国,江苏省,南通市,海门市,58360,58360,31.9117,121.1947,3.3
连云港,中国,江苏省,连云港市,市辖区,58044,58044,34.5489,119.2347,4.7
西连岛,中国,江苏省,连云港市,连云区,58041,58041,34.7778,119.4425,26.2
赣榆,中国,江苏省,连云港市,赣榆区,58040,58040,34.8564,119.1269,5.3
东海,中国,江苏省,连云港市,东海县,58036,58036,34.5425,118.7136,32.9
灌云,中国,江苏省,连云港市,灌云县,58047,58047,34.2575,119.2361,4.8
灌南,中国,江苏省,连云港市,灌南县,58048,58048,34.0639,119.2928,8
楚州,中国,江苏省,淮安市,淮安区,58145,58145,33.4969,119.1564,7.2
淮安,中国,江苏省,淮安市,淮阴区,58141,58141,33.6378,118.9269,12.5
洪泽,中国,江苏省,淮安市,洪泽区,58139,58139,33.3072,118.9133,10.6
涟水,中国,江苏省,淮安市,涟水县,58140,58140,33.7678,119.2983,8.9
盱眙,中国,江苏省,淮安市,盱眙县,58138,58138,32.9486,118.5072,43.1
金湖,中国,江苏省,淮安市,金湖县,58147,58147,32.9664,119.0128,12.4
盐都,中国,江苏省,盐城市,盐都区,58154,58154,33.3236,120.0981,3.8
大丰,中国,江苏省,盐城市,大丰区,58158,58158,33.1697,120.4569,3.1
响水,中国,江苏省,盐城市,响水县,58045,58045,34.1142,119.3606,4.4
滨海,中国,江苏省,盐城市,滨海县,58049,58049,34.0164,119.8031,4.1
阜宁,中国,江苏省,盐城市,阜宁县,58143,58143,33.8019,119.8275,4.8
射阳,中国,江苏省,盐城市,射阳县,58150,58150,33.7486,120.2997,1.8
建湖,中国,江苏省,盐城市,建湖县,58146,58146,33.465,119.7678,2.6
东台,中国,江苏省,盐城市,东台市,58251,58251,32.8575,120.2767,3.3
扬州,中国,江苏省,扬州市,邗江区,58245,58245,32.4114,119.4239,9.9
江都,中国,江苏省,扬州市,江都区,58244,58244,32.4503,119.5861,5.2
宝应,中国,江苏省,扬州市,宝应县,58148,58148,33.2706,119.3444,3.3
仪征,中国,江苏省,扬州市,仪征市,58242,58242,32.2997,119.1586,22.5
高邮,中国,江苏省,扬州市,高邮市,58241,58241,32.7569,119.4864,6.5
丹徒,中国,江苏省,镇江市,丹徒区,58252,58252,32.1511,119.4969,18
丹阳,中国,江苏省,镇江市,丹阳市,58341,58341,31.9828,119.5928,6.6
扬中,中国,江苏省,镇江市,扬中市,58247,58247,32.2744,119.7983,3.2
句容,中国,江苏省,镇江市,句容市,58344,58344,31.9606,119.2025,36
泰州,中国,江苏省,泰州市,海陵区,58246,58246,32.5569,119.9944,2.6
姜堰,中国,江苏省,泰州市,姜堰区,58250,58250,32.5089,120.1597,6.2
兴化,中国,江苏省,泰州市,兴化市,58243,58243,32.9456,119.8217,3
靖江,中国,江苏省,泰州市,靖江市,58257,58257,31.9758,120.2972,9.8
泰兴,中国,江苏省,泰州市,泰兴市,58249,58249,32.1597,120.0525,6
宿迁,中国,江苏省,宿迁市,宿城区,58131,58131,33.9703,118.2197,25
沭阳,中国,江苏省,宿迁市,沭阳县,58038,58038,34.0911,118.7836,10.4
泗阳,中国,江苏省,宿迁市,泗阳县,58132,58132,33.7283,118.6956,14.9
泗洪,中国,江苏省,宿迁市,泗洪县,58135,58135,33.4836,118.2083,16.9
杭州,中国,浙江省,杭州市,上城区,58457,58457,30.2258,120.1647,42.1
萧山,中国,浙江省,杭州市,萧山区,58459,58459,30.1778,120.2844,96.4
富阳,中国,浙江省,杭州市,富阳区,58449,58449,30.0556,119.9508,46.5
临安,中国,浙江省,杭州市,临安区,58448,58448,30.2181,119.7028,117.9
桐庐,中国,浙江省,杭州市,桐庐县,58542,58542,29.8058,119.6689,44.4
淳安,中国,浙江省,杭州市,淳安县,58543,58543,29.6061,119.0325,169.1
建德,中国,浙江省,杭州市,建德市,58544,58544,29.4747,119.2744,89.1
北仑,中国,浙江省,宁波市,北仑区,58563,58563,29.8811,121.8256,5
镇海,中国,浙江省,宁波市,镇海区,58561,58561,29.9833,121.6,4
鄞州,中国,浙江省,宁波市,鄞州区,58562,58562,29.7956,121.5,6.4
奉化,中国,浙江省,宁波市,奉化区,58565,58565,29.6917,121.3869,41.5
象山,中国,浙江省,宁波市,象山县,58566,58566,29.3833,121.9233,4.1
石浦,中国,浙江省,宁波市,象山县,58569,58569,29.2047,121.9558,128.4
宁海,中国,浙江省,宁波市,宁海县,58567,58567,29.3181,121.4403,39.3
余姚,中国,浙江省,宁波市,余姚市,58468,58468,30.0239,121.1403,38
慈溪,中国,浙江省,宁波市,慈溪市,58467,58467,30.2042,121.2917,5.4
温州,中国,浙江省,温州市,鹿城区,58659,58659,28.025,120.6578,28.3
永嘉,中国,浙江省,温州市,永嘉县,58658,58658,28.1503,120.6911,34.3
平阳,中国,浙江省,温州市,平阳县,58751,58751,27.6686,120.5731,254
文成,中国,浙江省,温州市,文成县,58750,58750,27.7872,120.0839,105.4
泰顺,中国,浙江省,温州市,泰顺县,58746,58746,27.5525,119.705,538.9
瑞安,中国,浙江省,温州市,瑞安市,58752,58752,27.7836,120.6581,37.6
乐清,中国,浙江省,温州市,乐清市,58656,58656,28.0733,120.9683,60.8
嘉兴,中国,浙江省,嘉兴市,南湖区,58452,58452,30.73,120.7606,4.8
嘉善,中国,浙江省,嘉兴市,嘉善县,58451,58451,30.8308,120.9361,2.6
海盐,中国,浙江省,嘉兴市,海盐县,58458,58458,30.5381,120.8961,4.8
海宁,中国,浙江省,嘉兴市,海宁市,58455,58455,30.4792,120.4919,5
平湖,中国,浙江省,嘉兴市,平湖市,58464,58464,30.6464,121.1206,4
桐乡,中国,浙江省,嘉兴市,桐乡市,58456,58456,30.6256,120.5239,6
湖州,中国,浙江省,湖州市,吴兴区,58450,58450,30.8644,120.0483,7.4
德清,中国,浙江省,湖州市,德清县,58454,58454,30.5253,119.9839,102.5
长兴,中国,浙江省,湖州市,长兴县,58443,58443,31.0231,119.8892,25
安吉,中国,浙江省,湖州市,安吉县,58446,58446,30.6308,119.7075,72.2
柯桥,中国,浙江省,绍兴市,柯桥区,58453,58453,30.0722,120.5128,7.9
上虞,中国,浙江省,绍兴市,上虞区,58553,58553,30.0542,120.8142,6.4
新昌,中国,浙江省,绍兴市,新昌县,58555,58555,29.5114,120.8842,115.1
诸暨,中国,浙江省,绍兴市,诸暨市,58550,58550,29.7014,120.2603,39.1
嵊州,中国,浙江省,绍兴市,嵊州市,58556,58556,29.5919,120.8108,104.3
金华,中国,浙江省,金华市,婺城区,58549,58549,29.1128,119.6558,62.6
武义,中国,浙江省,金华市,武义县,58642,58642,28.89,119.8092,105.1
浦江,中国,浙江省,金华市,浦江县,58546,58546,29.4744,119.875,115.8
磐安,中国,浙江省,金华市,磐安县,58560,58560,29.0522,120.4394,304.5
兰溪,中国,浙江省,金华市,兰溪市,58548,58548,29.2181,119.4756,50.2
义乌,中国,浙江省,金华市,义乌市,58557,58557,29.3408,120.0872,90
东阳,中国,浙江省,金华市,东阳市,58558,58558,29.2761,120.2231,89.9
永康,中国,浙江省,金华市,永康市,58643,58643,28.9017,120.0181,102.9
常山,中国,浙江省,衢州市,常山县,58631,58631,28.9072,118.5069,136.2
开化,中国,浙江省,衢州市,开化县,58537,58537,29.1339,118.4017,153
龙游,中国,浙江省,衢州市,龙游县,58547,58547,29.0336,119.1853,64.5
江山,中国,浙江省,衢州市,江山市,58632,58632,28.71,118.6017,126.1
定海,中国,浙江省,舟山市,定海区,58477,58477,30.0353,122.1069,35.7
普陀,中国,浙江省,舟山市,普陀区,58570,58570,29.9489,122.3036,83.1
岱山,中国,浙江省,舟山市,岱山县,58484,58484,30.2431,122.2031,37.3
嵊泗,中国,浙江省,舟山市,嵊泗县,58472,58472,30.7317,122.4494,79.3
洪家,中国,浙江省,台州市,椒江区,58665,58665,28.6181,121.4164,4.6
大陈,中国,浙江省,台州市,椒江区,58666,58666,28.4514,121.9033,89.1
三门,中国,浙江省,台州市,三门县,58568,58568,29.1228,121.3833,34.5
天台,中国,浙江省,台州市,天台县,58559,58559,29.1528,120.9706,107.6
仙居,中国,浙江省,台州市,仙居县,58652,58652,28.8672,120.7189,83.2
温岭,中国,浙江省,台州市,温岭市,58664,58664,28.3728,121.3589,35
临海,中国,浙江省,台州市,临海市,58660,58660,28.8739,121.1928,6.3
玉环,中国,浙江省,台州市,玉环市,58667,58667,28.0775,121.2708,95.9
丽水,中国,浙江省,丽水市,莲都区,58646,58646,28.3944,119.8542,144.5
青田,中国,浙江省,丽水市,青田县,58657,58657,28.1392,120.29,57.8
缙云,中国,浙江省,丽水市,缙云县,58654,58654,28.6597,120.0883,184.1
遂昌,中国,浙江省,丽水市,遂昌县,58644,58644,28.6,119.2833,237.8
云和,中国,浙江省,丽水市,云和县,58742,58742,28.1069,119.5642,161.4
庆元,中国,浙江省,丽水市,庆元县,58745,58745,27.6211,119.0792,400.8
景宁,中国,浙江省,丽水市,景宁畲族自治县,58648,58648,27.9919,119.6358,245.6
龙泉,中国,浙江省,丽水市,龙泉市,58647,58647,28.0806,119.1325,222.1
合肥,中国,安徽省,合肥市,市辖区,58321,58321,31.9556,117.0572,49.8
长丰,中国,安徽省,合肥市,长丰县,58220,58220,32.4233,117.1553,45
肥东,中国,安徽省,合肥市,肥东县,58323,58323,31.8567,117.4556,18
肥西,中国,安徽省,合肥市,肥西县,58320,58320,31.6081,117.0303,26.2
庐江,中国,安徽省,合肥市,庐江县,58327,58327,31.2672,117.2853,45.6
巢湖,中国,安徽省,合肥市,巢湖市,58326,58326,31.5769,117.8289,31.2
芜湖,中国,安徽省,芜湖市,鸠江区,58334,58334,31.3786,118.4133,10.2
芜湖县,中国,安徽省,芜湖市,芜湖县,58338,58338,31.1197,118.5947,39.9
繁昌,中国,安徽省,芜湖市,繁昌县,58337,58337,31.0558,118.2153,60.5
南陵,中国,安徽省,芜湖市,南陵县,58431,58431,30.8917,118.3169,40
无为,中国,安徽省,芜湖市,无为县,58329,58329,31.3325,117.8733,9.6
蚌埠,中国,安徽省,蚌埠市,市辖区,58221,58221,32.8436,117.3044,26.6
怀远,中国,安徽省,蚌埠市,怀远县,58127,58127,32.9889,117.0706,24.5
五河,中国,安徽省,蚌埠市,五河县,58129,58129,33.1417,117.825,14.5
固镇,中国,安徽省,蚌埠市,固镇县,58128,58128,33.3408,117.3575,21.4
淮南,中国,安徽省,淮南市,田家庵区,58224,58224,32.6053,117.0461,70.6
凤台,中国,安徽省,淮南市,凤台县,58212,58212,32.7147,116.7642,23.1
寿县,中国,安徽省,淮南市,寿县,58215,58215,32.4361,116.7894,24.9
马鞍山,中国,安徽省,马鞍山市,花山区,58336,58336,31.7053,118.5592,78.2
当涂,中国,安徽省,马鞍山市,当涂县,58335,58335,31.5531,118.5544,60
含山,中国,安徽省,马鞍山市,含山县,58330,58330,31.7433,118.0919,26.5
和县,中国,安徽省,马鞍山市,和县,58331,58331,31.725,118.3611,20.5
淮北,中国,安徽省,淮北市,杜集区,58116,58116,34.0333,116.8689,32.9
濉溪,中国,安徽省,淮北市,濉溪县,58113,58113,33.945,116.7064,31.9
铜陵,中国,安徽省,铜陵市,义安区,58429,58429,30.9736,117.8467,11
天柱山,中国,安徽省,安庆市,潜山县,58112,58112,30.7306,116.4533,959.1
宿松,中国,安徽省,安庆市,宿松县,58417,58417,30.1739,116.1219,109.3
岳西,中国,安徽省,安庆市,岳西县,58317,58317,30.8553,116.36,434.6
桐城,中国,安徽省,安庆市,桐城市,58319,58319,31.0592,116.9414,85.3
屯溪,中国,安徽省,黄山市,屯溪区,58531,58531,29.7142,118.2844,142.7
黄山,中国,安徽省,黄山市,黄山区,58437,58437,30.1347,118.1642,1839.7
歙县,中国,安徽省,黄山市,歙县,58530,58530,29.8656,118.4347,168.8
休宁,中国,安徽省,黄山市,休宁县,58534,58534,29.7878,118.1819,170.2
黟县,中国,安徽省,黄山市,黟县,58523,58523,29.9322,117.9278,227.3
祁门,中国,安徽省,黄山市,祁门县,58520,58520,29.8678,117.6922,191
滁州,中国,安徽省,滁州市,南谯区,58236,58236,32.3561,118.2544,33.5
来安,中国,安徽省,滁州市,来安县,58234,58234,32.4703,118.4153,40.3
定远,中国,安徽省,滁州市,定远县,58225,58225,32.5403,117.6778,70.6
凤阳,中国,安徽省,滁州市,凤阳县,58222,58222,32.8564,117.5461,24.7
天长,中国,安徽省,滁州市,天长市,58240,58240,32.7403,119.0033,10
明光,中国,安徽省,滁州市,明光市,58223,58223,32.8003,117.9892,34
阜阳,中国,安徽省,阜阳市,市辖区,58203,58203,32.8775,115.7364,31.2
临泉,中国,安徽省,阜阳市,临泉县,58107,58107,32.9106,115.2611,36.2
太和,中国,安徽省,阜阳市,太和县,58109,58109,33.1258,115.6442,31
阜南,中国,安徽省,阜阳市,阜南县,58202,58202,32.6747,115.5803,34.2
颍上,中国,安徽省,阜阳市,颍上县,58210,58210,32.6736,116.1569,26.7
界首,中国,安徽省,阜阳市,界首市,58108,58108,33.3372,115.365,38.8
宿州,中国,安徽省,宿州市,埇桥区,58122,58122,33.6378,117.0831,25.7
砀山,中国,安徽省,宿州市,砀山县,58015,58015,34.4389,116.3397,42.1
萧县,中国,安徽省,宿州市,萧县,58016,58016,34.1803,116.9628,34.9
灵璧,中国,安徽省,宿州市,灵璧县,58125,58125,33.5819,117.5156,23
泗县,中国,安徽省,宿州市,泗县,58126,58126,33.4683,117.9122,20.7
六安,中国,安徽省,六安市,市辖区,58311,58311,31.7414,116.5106,74.1
霍邱,中国,安徽省,六安市,霍邱县,58214,58214,32.3653,116.2978,28.4
舒城,中国,安徽省,六安市,舒城县,58316,58316,31.4711,116.9175,23.7
金寨,中国,安徽省,六安市,金寨县,58306,58306,31.6783,115.8758,95.4
霍山,中国,安徽省,六安市,霍山县,58314,58314,31.4008,116.3369,86.4
亳州,中国,安徽省,亳州市,谯城区,58102,58102,33.7914,115.7353,38.7
涡阳,中国,安徽省,亳州市,涡阳县,58114,58114,33.4911,116.1847,31.2
蒙城,中国,安徽省,亳州市,蒙城县,58118,58118,33.2608,116.5114,26.9
利辛,中国,安徽省,亳州市,利辛县,58117,58117,33.0531,116.2033,27.9
宣城,中国,安徽省,宣城市,市辖区,58433,58433,30.9322,118.7578,31.3
郎溪,中国,安徽省,宣城市,郎溪县,58442,58442,31.1594,119.1897,16.5
广德,中国,安徽省,宣城市,广德县,58441,58441,30.8669,119.4214,43.2
泾县,中国,安徽省,宣城市,泾县,58432,58432,30.6769,118.4058,52.7
旌德,中国,安徽省,宣城市,旌德县,58435,58435,30.2944,118.5344,217
宁国,中国,安徽省,宣城市,宁国市,58436,58436,30.6175,118.9806,87.3
福州,中国,福建省,福州市,鼓楼区,58847,58847,26.0775,119.2894,84.1
闽侯,中国,福建省,福州市,闽侯县,58844,58844,26.1533,119.1444,57.9
连江,中国,福建省,福州市,连江县,58848,58848,26.2056,119.5469,13.3
罗源,中国,福建省,福州市,罗源县,58845,58845,26.5036,119.5494,78.8
闽清,中国,福建省,福州市,闽清县,58839,58839,26.22,118.8639,149
永泰,中国,福建省,福州市,永泰县,58932,58932,25.8689,118.9333,85.5
平潭,中国,福建省,福州市,平潭县,58944,58944,25.505,119.7828,30.7
福清,中国,福建省,福州市,福清市,58942,58942,25.6725,119.3792,75.2
长乐,中国,福建省,福州市,长乐市,58941,58941,25.9742,119.4964,26
厦门,中国,福建省,厦门市,思明区,59134,59134,24.4861,118.08,139.6
同安,中国,福建省,厦门市,同安区,59130,59130,24.7728,118.1775,45.7
莆田,中国,福建省,莆田市,城厢区,58946,58946,25.4439,119.0014,81.3
秀屿,中国,福建省,莆田市,秀屿区,58938,58938,25.2747,119.105,65.3
三明,中国,福建省,三明市,梅列区,58828,58828,26.2739,117.6417,210.3
明溪,中国,福建省,三明市,明溪县,58824,58824,26.3636,117.2083,357.3
清流,中国,福建省,三明市,清流县,58819,58819,26.1892,116.7917,363.2
宁化,中国,福建省,三明市,宁化县,58818,58818,26.2694,116.6536,358.8
大田,中国,福建省,三明市,大田县,58923,58923,25.698,117.8414,400.1
尤溪,中国,福建省,三明市,尤溪县,58837,58837,26.1575,118.1547,204.7
沙县,中国,福建省,三明市,沙县,58826,58826,26.3911,117.8069,120.7
泰宁,中国,福建省,三明市,泰宁县,58820,58820,26.9011,117.1686,342.9
建宁,中国,福建省,三明市,建宁县,58822,58822,26.8325,116.8447,342.5
崇武,中国,福建省,泉州市,惠安县,59133,59133,24.8903,118.9169,21.9
安溪,中国,福建省,泉州市,安溪县,58929,58929,25.0636,118.2069,130.8
永春,中国,福建省,泉州市,永春县,58934,58934,25.3328,118.2719,183.8
九仙山,中国,福建省,泉州市,德化县,58931,58931,25.7103,118.1058,1653.9
德化,中国,福建省,泉州市,德化县,58935,58935,25.5105,118.2303,645.7
南安,中国,福建省,泉州市,南安市,59131,59131,24.9611,118.3664,172.9
云霄,中国,福建省,漳州市,云霄县,59322,59322,23.9539,117.3342,23.9
漳浦,中国,福建省,漳州市,漳浦县,59129,59129,24.1297,117.5875,61.2
诏安,中国,福建省,漳州市,诏安县,59320,59320,23.7528,117.1375,37.6
长泰,中国,福建省,漳州市,长泰县,59122,59122,24.6239,117.7533,43.4
南靖,中国,福建省,漳州市,南靖县,59124,59124,24.5086,117.3872,53.7
平和,中国,福建省,漳州市,平和县,59125,59125,24.3792,117.3003,108.8
华安,中国,福建省,漳州市,华安县,58928,58928,25.0094,117.5286,166.8
龙海,中国,福建省,漳州市,龙海市,59127,59127,24.4283,117.8272,32.7
建阳,中国,福建省,南平市,建阳区,58734,58734,27.3389,118.1136,196.9
顺昌,中国,福建省,南平市,顺昌县,58823,58823,26.8011,117.8044,175.1
浦城,中国,福建省,南平市,浦城县,58731,58731,27.9233,118.5419,276.9
光泽,中国,福建省,南平市,光泽县,58724,58724,27.5372,117.3094,268.4
松溪,中国,福建省,南平市,松溪县,58735,58735,27.5231,118.7647,260.3
政和,中国,福建省,南平市,政和县,58736,58736,27.3767,118.8258,262.6
邵武,中国,福建省,南平市,邵武市,58725,58725,27.3219,117.485,218.1
武夷山,中国,福建省,南平市,武夷山市,58730,58730,27.7558,118.0233,222.1
建瓯,中国,福建省,南平市,建瓯市,58737,58737,27.0528,118.3231,155
龙岩,中国,福建省,龙岩市,新罗区,58927,58927,25.0497,117.0222,375.9
永定,中国,福建省,龙岩市,永定区,59113,59113,24.7255,116.7181,227
长汀,中国,福建省,龙岩市,长汀县,58911,58911,25.8528,116.3658,310.1
上杭,中国,福建省,龙岩市,上杭县,58918,58918,25.0464,116.4119,198.1
武平,中国,福建省,龙岩市,武平县,58917,58917,25.0903,116.1022,307.6
漳平,中国,福建省,龙岩市,漳平市,58926,58926,25.2719,117.4292,238.4
宁德,中国,福建省,宁德市,蕉城区,58846,58846,26.6608,119.5183,32.5
霞浦,中国,福建省,宁德市,霞浦县,58843,58843,26.8772,120.0194,56.6
三沙,中国,福建省,宁德市,霞浦县,58850,58850,26.9217,120.2267,92.2
古田,中国,福建省,宁德市,古田县,58836,58836,26.5756,118.7389,361.5
寿宁,中国,福建省,宁德市,寿宁县,58744,58744,27.455,119.5036,845.3
周宁,中国,福建省,宁德市,周宁县,58747,58747,27.1075,119.3414,895.3
柘荣,中国,福建省,宁德市,柘荣县,58749,58749,27.2325,119.8911,684
福安,中国,福建省,宁德市,福安市,58748,58748,27.0933,119.6525,50.3
福鼎,中国,福建省,宁德市,福鼎市,58754,58754,27.335,120.2072,36.2
临川,中国,江西省,南昌市,市辖区,58619,58619,27.8939,116.2636,73.7
新建,中国,江西省,南昌市,新建区,58693,58693,28.5375,115.6111,63.3
南昌县,中国,江西省,南昌市,南昌县,58607,58607,28.5194,116.0681,23.1
安义,中国,江西省,南昌市,安义县,58602,58602,28.9258,115.5492,90
进贤,中国,江西省,南昌市,进贤县,58614,58614,28.4006,116.2844,67.5
泰和,中国,江西省,景德镇市,市辖区,57899,57899,26.8247,114.8786,103.4
景德镇,中国,江西省,上饶市,市辖区,58527,58527,29.3122,117.1686,93.5
浮梁,中国,江西省,景德镇市,浮梁县,58524,58524,29.3619,117.2153,87.4
乐平,中国,江西省,景德镇市,乐平市,58620,58620,29.0181,117.1036,51.2
萍乡,中国,江西省,萍乡市,安源区,57786,57786,27.6272,113.8553,117.5
莲花,中国,江西省,萍乡市,莲花县,57789,57789,27.1361,113.9494,194.5
上栗,中国,江西省,萍乡市,上栗县,57783,57783,27.8853,113.8117,118.6
芦溪,中国,江西省,萍乡市,芦溪县,57794,57794,27.6353,114.0097,177.4
南昌,中国,江西省,九江市,市辖区,58606,58606,28.59,115.9014,47.2
九江县,中国,江西省,九江市,柴桑区,58505,58505,29.6097,115.8964,62.6
武宁,中国,江西省,九江市,武宁县,58507,58507,29.2497,115.1156,116
九江,中国,江西省,九江市,修水县,58502,58502,29.6747,116.0192,74.8
永修,中国,江西省,九江市,永修县,58509,58509,29.0331,115.8131,36.6
德安,中国,江西省,九江市,德安县,58508,58508,29.3508,115.7386,80.6
都昌,中国,江西省,九江市,都昌县,58517,58517,29.2522,116.1744,77.5
湖口,中国,江西省,九江市,湖口县,58510,58510,29.6881,116.2078,35.2
彭泽,中国,江西省,九江市,彭泽县,58512,58512,29.8933,116.5447,99.1
瑞昌,中国,江西省,九江市,瑞昌市,58503,58503,29.7081,115.6711,41.2
庐山,中国,江西省,九江市,庐山市,58506,58506,29.57,115.9769,1164.5
