Station_Name,Country,Province,City,Cnty,Station_Id_C,Station_Id_d,Lat,Lon,Alti
朝阳,中国,北京市,市辖区,朝阳区,54433,54433,39.9525,116.5008,34.4
丰台,中国,北京市,市辖区,丰台区,54514,54514,39.8703,116.2453,55
石景山,中国,北京市,市辖区,石景山区,54513,54513,39.9425,116.2053,63
海淀,中国,北京市,市辖区,海淀区,54399,54399,39.9869,116.2908,46.3
斋堂,中国,北京市,市辖区,门头沟区,54501,54501,39.9742,115.6917,440.1
门头沟,中国,北京市,市辖区,门头沟区,54505,54505,39.8878,116.1564,85.5
房山,中国,北京市,市辖区,房山区,54596,54596,39.7728,116.1942,48.6
霞云岭,中国,北京市,市辖区,房山区,54597,54597,39.7289,115.7403,408.5
通州,中国,北京市,市辖区,通州区,54431,54431,39.8475,116.7567,19.8
顺义,中国,北京市,市辖区,顺义区,54398,54398,40.1269,116.6153,27.9
昌平,中国,北京市,市辖区,昌平区,54499,54499,40.2233,116.2117,75.7
北京,中国,北京市,市辖区,大兴区,54511,54511,39.8061,116.4694,32.8
大兴,中国,北京市,市辖区,大兴区,54594,54594,39.7186,116.3544,37.5
怀柔,中国,北京市,市辖区,怀柔区,54419,54419,40.3575,116.6272,75.2
平谷,中国,北京市,市辖区,平谷区,54424,54424,40.1694,117.1178,31.1
密云,中国,北京市,市辖区,密云区,54416,54416,40.3775,116.8642,71.4
上甸子,中国,北京市,市辖区,密云区,54421,54421,40.6589,117.1117,292.4
延庆,中国,北京市,市辖区,延庆区,54406,54406,40.4494,115.9689,487.5
东丽,中国,天津市,市辖区,东丽区,54526,54526,39.0836,117.3381,1.9
西青,中国,天津市,市辖区,西青区,54527,54527,39.0833,117.05,3.5
津南,中国,天津市,市辖区,津南区,54622,54622,38.95,117.4181,1.5
北辰,中国,天津市,市辖区,北辰区,54528,54528,39.2369,117.1408,3.4
武清,中国,天津市,市辖区,武清区,54523,54523,39.4275,117.0592,8.2
宝坻,中国,天津市,市辖区,宝坻区,54525,54525,39.7289,117.2786,5.1
汉沽,中国,天津市,市辖区,滨海新区,54530,54530,39.2308,117.775,-0.5
塘沽,中国,天津市,市辖区,滨海新区,54623,54623,39.0442,117.7181,4.8
大港,中国,天津市,市辖区,滨海新区,54645,54645,38.8428,117.4667,2.2
宁河,中国,天津市,市辖区,宁河区,54529,54529,39.375,117.8522,3.1
静海,中国,天津市,市辖区,静海区,54619,54619,38.925,116.9153,5.5
蓟州,中国,天津市,市辖区,蓟州区,54428,54428,40.0478,117.4492,32
藁城,中国,河北省,石家庄市,藁城区,53697,53697,38.0333,114.8333,53.5
栾城,中国,河北省,石家庄市,栾城区,53789,53789,37.8833,114.6333,52.9
井陉,中国,河北省,石家庄市,井陉县,53693,53693,38.0333,114.1333,255.5
正定,中国,河北省,石家庄市,正定县,53691,53691,38.15,114.5667,71
行唐,中国,河北省,石家庄市,行唐县,53688,53688,38.4186,114.5464,100.3
灵寿,中国,河北省,石家庄市,灵寿县,53680,53680,38.3,114.3833,108.9
高邑,中国,河北省,石家庄市,高邑县,53790,53790,37.6347,114.6078,44.5
深泽,中国,河北省,石家庄市,深泽县,54621,54621,38.1833,115.1833,38.1
赞皇,中国,河北省,石家庄市,赞皇县,53795,53795,37.6581,114.4058,159.3
无极,中国,河北省,石家庄市,无极县,53699,53699,38.1833,114.95,45.4
平山,中国,河北省,石家庄市,平山县,53694,53694,38.2667,114.2167,131
元氏,中国,河北省,石家庄市,元氏县,53791,53791,37.8067,114.4997,68.4
赵县,中国,河北省,石家庄市,赵县,53784,53784,37.75,114.7833,38.5
辛集,中国,河北省,石家庄市,辛集市,54701,54701,37.9333,115.2,35.9
晋州,中国,河北省,石家庄市,晋州市,53689,53689,38.0167,115.0667,42.4
新乐,中国,河北省,石家庄市,新乐市,53695,53695,38.35,114.6833,70.8
唐山,中国,河北省,唐山市,路北区,54534,54534,39.65,118.1,23.2
丰南,中国,河北省,唐山市,丰南区,54533,54533,39.5808,118.0917,8.9
丰润,中国,河北省,唐山市,丰润区,54532,54532,39.8081,118.0781,31.6
曹妃甸,中国,河北省,唐山市,曹妃甸区,54535,54535,39.2858,118.4658,3.2
滦县,中国,河北省,唐山市,滦县,54531,54531,39.7333,118.7167,43
滦南,中国,河北省,唐山市,滦南县,54437,54437,39.505,118.6236,18.3
乐亭,中国,河北省,唐山市,乐亭县,54539,54539,39.4292,118.8867,8.5
迁西,中国,河北省,唐山市,迁西县,54434,54434,40.1703,118.3336,131.6
玉田,中国,河北省,唐山市,玉田县,54522,54522,39.9094,117.7369,17.8
遵化,中国,河北省,唐山市,遵化市,54429,54429,40.2,117.95,54.9
迁安,中国,河北省,唐山市,迁安市,54439,54439,40.0239,118.71,50.9
秦皇岛,中国,河北省,秦皇岛市,市辖区,54449,54449,39.85,119.5167,2.4
抚宁,中国,河北省,秦皇岛市,抚宁区,54541,54541,39.9,119.2333,24.3
青龙,中国,河北省,秦皇岛市,青龙满族自治县,54436,54436,40.4167,118.95,254.3
昌黎,中国,河北省,秦皇岛市,昌黎县,54540,54540,39.7333,119.2,17.6
卢龙,中国,河北省,秦皇岛市,卢龙县,54438,54438,39.8833,118.8833,65
峰峰,中国,河北省,邯郸市,峰峰矿区,53894,53894,36.4,114.2,149.3
肥乡,中国,河北省,邯郸市,肥乡区,53980,53980,36.55,114.8,50.2
永年,中国,河北省,邯郸市,永年区,53895,53895,36.7475,114.4558,111.2
临漳,中国,河北省,邯郸市,临漳县,53773,53773,36.2986,114.595,65.5
成安,中国,河北省,邯郸市,成安县,53996,53996,36.45,114.65,57.9
大名,中国,河北省,邯郸市,大名县,54804,54804,36.3042,115.1814,45.3
涉县,中国,河北省,邯郸市,涉县,53886,53886,36.5667,113.6667,470.4
磁县,中国,河北省,邯郸市,磁县,53897,53897,36.4006,114.3428,87.4
邱县,中国,河北省,邯郸市,邱县,54820,54820,36.81,115.2078,39
鸡泽,中国,河北省,邯郸市,鸡泽县,54640,54640,36.8903,114.8728,36.6
广平,中国,河北省,邯郸市,广平县,53899,53899,36.4833,114.9667,48.5
馆陶,中国,河北省,邯郸市,馆陶县,54809,54809,36.55,115.2833,41.3
魏县,中国,河北省,邯郸市,魏县,53896,53896,36.3278,114.9494,51.6
曲周,中国,河北省,邯郸市,曲周县,53893,53893,36.7889,115.005,37.9
邯郸,中国,河北省,邯郸市,邯郸经济技术开发区,53892,53892,36.6167,114.4667,66.6
武安,中国,河北省,邯郸市,武安市,53890,53890,36.6667,114.1,280.1
邢台,中国,河北省,邢台市,桥西区,53798,53798,37.1808,114.3589,183
临城,中国,河北省,邢台市,临城县,53792,53792,37.45,114.4833,113
内丘,中国,河北省,邢台市,内丘县,53797,53797,37.2908,114.3867,163.6
柏乡,中国,河北省,邢台市,柏乡县,53785,53785,37.5167,114.6667,35
隆尧,中国,河北省,邢台市,隆尧县,53794,53794,37.3903,114.7842,31
任县,中国,河北省,邢台市,任县,53883,53883,37.1333,114.7,36.5
南和,中国,河北省,邢台市,南和县,53891,53891,37.0167,114.6833,43
宁晋,中国,河北省,邢台市,宁晋县,53796,53796,37.6178,114.8914,30.6
巨鹿,中国,河北省,邢台市,巨鹿县,53799,53799,37.2378,114.9989,25.9
新河,中国,河北省,邢台市,新河县,54633,54633,37.5081,115.2706,26.1
广宗,中国,河北省,邢台市,广宗县,54631,54631,37.0939,115.1314,31.4
平乡,中国,河北省,邢台市,平乡县,54632,54632,37.0667,115.0333,34
威县,中国,河北省,邢台市,威县,54800,54800,37,115.25,33.3
清河,中国,河北省,邢台市,清河县,54706,54706,37.0833,115.6667,31.5
临西,中国,河北省,邢台市,临西县,54801,54801,36.85,115.4833,35.3
南宫,中国,河北省,邢台市,南宫市,54705,54705,37.3667,115.3833,27.4
沙河,中国,河北省,邢台市,沙河市,53781,53781,36.8667,114.4667,67.9
保定,中国,河北省,保定市,市辖区,54602,54602,38.7333,115.4833,16.8
满城,中国,河北省,保定市,满城区,54611,54611,38.9333,115.3167,44.8
徐水,中国,河北省,保定市,徐水区,54601,54601,38.9811,115.6433,13.1
阜平,中国,河北省,保定市,阜平县,53690,53690,38.85,114.1833,281.9
唐县,中国,河北省,保定市,唐县,53692,53692,38.7333,114.9833,66.5
高阳,中国,河北省,保定市,高阳县,54603,54603,38.7089,115.7728,10
容城,中国,河北省,保定市,容城县,54503,54503,39.0711,115.845,12.6
涞源,中国,河北省,保定市,涞源县,53599,53599,39.3667,114.6833,884.4
望都,中国,河北省,保定市,望都县,54607,54607,38.7014,115.1142,47.8
安新,中国,河北省,保定市,安新县,54605,54605,38.9333,115.8833,4.4
易县,中国,河北省,保定市,易县,54507,54507,39.3333,115.5167,49.3
曲阳,中国,河北省,保定市,曲阳县,53682,53682,38.6333,114.6833,104.1
蠡县,中国,河北省,保定市,蠡县,54620,54620,38.4833,115.5667,18.5
顺平,中国,河北省,保定市,顺平县,53596,53596,38.9094,115.1564,80.7
雄县,中国,河北省,保定市,雄县,54636,54636,39.0153,116.1183,10.3
涿州,中国,河北省,保定市,涿州市,54502,54502,39.4833,116.0333,29.3
定州,中国,河北省,保定市,定州市,53696,53696,38.5422,115.0122,41.9
安国,中国,河北省,保定市,安国市,54604,54604,38.4047,115.2919,31
高碑店,中国,河北省,保定市,高碑店市,54506,54506,39.3167,115.95,24.6
张家口,中国,河北省,张家口市,市辖区,54401,54401,40.7694,114.9194,772.8
宣化,中国,河北省,张家口市,宣化区,53498,53498,40.5667,115.0333,629.3
万全,中国,河北省,张家口市,万全区,53499,53499,40.7667,114.7333,755.2
崇礼,中国,河北省,张家口市,崇礼区,54304,54304,40.9542,115.2697,1239.8
张北,中国,河北省,张家口市,张北县,53399,53399,41.15,114.7,1393.3
康保,中国,河北省,张家口市,康保县,53392,53392,41.86,114.5603,1434.5
沽源,中国,河北省,张家口市,沽源县,54301,54301,41.6717,115.6517,1411.2
尚义,中国,河北省,张家口市,尚义县,53397,53397,41.0953,113.9856,1376.5
蔚县,中国,河北省,张家口市,蔚县,53593,53593,39.8333,114.5667,909.5
阳原,中国,河北省,张家口市,阳原县,53492,53492,40.1,114.15,937.6
怀安,中国,河北省,张家口市,怀安县,53491,53491,40.6753,114.3786,837.7
怀来,中国,河北省,张家口市,怀来县,54405,54405,40.4167,115.5,570.9
涿鹿,中国,河北省,张家口市,涿鹿县,54408,54408,40.3831,115.2131,529.6
赤城,中国,河北省,张家口市,赤城县,54404,54404,40.8836,115.8411,867.6
承德,中国,河北省,承德市,双桥区,54423,54423,40.9667,117.9167,422.3
承德县,中国,河北省,承德市,承德县,54430,54430,40.7781,118.2122,330
兴隆,中国,河北省,承德市,兴隆县,54425,54425,40.4,117.4667,633.2
滦平,中国,河北省,承德市,滦平县,54420,54420,40.9333,117.3333,529
隆化,中国,河北省,承德市,隆化县,54318,54318,41.3442,117.7278,599.9
丰宁,中国,河北省,承德市,丰宁满族自治县,54308,54308,41.2,116.6333,735.1
宽城,中国,河北省,承德市,宽城满族自治县,54432,54432,40.6144,118.4681,369.3
围场,中国,河北省,承德市,围场满族蒙古族自治县,54311,54311,41.9667,117.7667,892.7
平泉,中国,河北省,承德市,平泉市,54319,54319,41.01,118.6667,546.5
沧州,中国,河北省,沧州市,运河区,54616,54616,38.35,116.85,8
青县,中国,河北省,沧州市,青县,54615,54615,38.5833,116.85,8
东光,中国,河北省,沧州市,东光县,54713,54713,37.8833,116.5333,14.4
海兴,中国,河北省,沧州市,海兴县,54628,54628,38.0839,117.4136,5
盐山,中国,河北省,沧州市,盐山县,54627,54627,38.0333,117.2333,8.2
肃宁,中国,河北省,沧州市,肃宁县,54626,54626,38.4167,115.8167,13.9
南皮,中国,河北省,沧州市,南皮县,54719,54719,38.0119,116.6822,10.8
吴桥,中国,河北省,沧州市,吴桥县,54717,54717,37.6333,116.4,17.1
献县,中国,河北省,沧州市,献县,54617,54617,38.205,116.1706,13.3
孟村,中国,河北省,沧州市,孟村回族自治县,54644,54644,38.0555,117.1239,10.5
泊头,中国,河北省,沧州市,泊头市,54618,54618,38.0833,116.55,13.2
任丘,中国,河北省,沧州市,任丘市,54610,54610,38.7333,116.1,8.1
黄骅,中国,河北省,沧州市,黄骅市,54624,54624,38.4081,117.3214,4.5
河间,中国,河北省,沧州市,河间市,54614,54614,38.4197,116.0561,10.9
廊坊,中国,河北省,廊坊市,安次区,54515,54515,39.5,116.7,13.7
固安,中国,河北省,廊坊市,固安县,54512,54512,39.3819,116.2433,19.8
永清,中国,河北省,廊坊市,永清县,54519,54519,39.3019,116.4767,12.2
香河,中国,河北省,廊坊市,香河县,54521,54521,39.6925,116.9892,9.4
大城,中国,河北省,廊坊市,大城县,54613,54613,38.7,116.6167,6.9
文安,中国,河北省,廊坊市,文安县,54612,54612,38.8464,116.4558,4.3
大厂,中国,河北省,廊坊市,大厂回族自治县,54510,54510,39.9125,116.9464,18.3
霸州,中国,河北省,廊坊市,霸州市,54518,54518,39.1686,116.3928,8.9
三河,中国,河北省,廊坊市,三河市,54520,54520,39.9667,117.0833,18.1
衡水,中国,河北省,衡水市,桃城区,54702,54702,37.7333,115.7,20.7
冀州,中国,河北省,衡水市,冀州区,54704,54704,37.5122,115.5614,24.8
枣强,中国,河北省,衡水市,枣强县,54708,54708,37.5,115.7333,23.6
武邑,中国,河北省,衡水市,武邑县,54703,54703,37.7858,115.9044,20.7
武强,中国,河北省,衡水市,武强县,54700,54700,38.0333,115.9333,16.2
饶阳,中国,河北省,衡水市,饶阳县,54606,54606,38.2231,115.7431,17.9
安平,中国,河北省,衡水市,安平县,54609,54609,38.2306,115.5869,22.4
故城,中国,河北省,衡水市,故城县,54707,54707,37.35,115.9833,27.4
景县,中国,河北省,衡水市,景县,54711,54711,37.6686,116.265,15
阜城,中国,河北省,衡水市,阜城县,54710,54710,37.8447,116.1506,15.8
深州,中国,河北省,衡水市,深州市,54608,54608,37.9903,115.5442,25.5
小店,中国,山西省,太原市,小店区,53679,53679,37.7475,112.5442,776.2
太原,中国,山西省,太原市,杏花岭区,53772,53772,37.6206,112.5764,776.3
尖草坪,中国,山西省,太原市,尖草坪区,53677,53677,37.9375,112.4767,806.5
清徐,中国,山西省,太原市,清徐县,53774,53774,37.5753,112.3689,759.9
阳曲,中国,山西省,太原市,阳曲县,53678,53678,38.0706,112.655,897.1
娄烦,中国,山西省,太原市,娄烦县,53669,53669,38.0736,111.8117,1150.3
古交,中国,山西省,太原市,古交市,53763,53763,37.9044,112.1664,1006.8
阳高,中国,山西省,大同市,阳高县,53486,53486,40.3692,113.7653,1050.3
天镇,中国,山西省,大同市,天镇县,53490,53490,40.4411,114.0647,1014.7
广灵,中国,山西省,大同市,广灵县,53590,53590,39.7439,114.2644,977.8
灵丘,中国,山西省,大同市,灵丘县,53594,53594,39.4436,114.2244,938.7
浑源,中国,山西省,大同市,浑源县,53582,53582,39.7103,113.6644,1079.2
左云,中国,山西省,大同市,左云县,53573,53573,40.0047,112.7061,1336.3
大同,中国,山西省,大同市,大同县,53487,53487,40.0783,113.4094,1052.6
大同县,中国,山西省,大同市,大同县,53488,53488,40.0358,113.5856,1034.3
阳泉,中国,山西省,阳泉市,郊区,53782,53782,37.9314,113.6203,767.2
平定,中国,山西省,阳泉市,平定县,53687,53687,37.7869,113.6314,753
盂县,中国,山西省,阳泉市,盂县,53685,53685,38.0822,113.4175,953.2
襄垣,中国,山西省,长治市,襄垣县,53884,53884,36.5078,113.0306,877.9
屯留,中国,山西省,长治市,屯留县,53879,53879,36.3186,112.8864,952.3
长治,中国,山西省,长治市,屯留县,53882,53882,36.0603,113.0328,1046.9
平顺,中国,山西省,长治市,平顺县,53888,53888,36.2019,113.4394,1089.2
黎城,中国,山西省,长治市,黎城县,53878,53878,36.5092,113.3731,780.7
壶关,中国,山西省,长治市,壶关县,53885,53885,36.1247,113.1981,1122
长子,中国,山西省,长治市,长子县,53873,53873,36.1042,112.8725,951.1
武乡,中国,山西省,长治市,武乡县,53871,53871,36.8578,112.87,1080.3
沁县,中国,山西省,长治市,沁县,53872,53872,36.7714,112.7039,1030.6
沁源,中国,山西省,长治市,沁源县,53875,53875,36.5092,112.3356,1000
潞城,中国,山西省,长治市,潞城市,53880,53880,36.3361,113.2314,947.6
晋城,中国,山西省,晋城市,城区,53976,53976,35.4961,112.8625,752.6
沁水,中国,山西省,晋城市,沁水县,53970,53970,35.6914,112.1933,887.3
阳城,中国,山西省,晋城市,阳城县,53975,53975,35.4886,112.4106,659.5
陵川,中国,山西省,晋城市,陵川县,53981,53981,35.7728,113.2733,1311.6
高平,中国,山西省,晋城市,高平市,53973,53973,35.7758,112.9428,837.3
朔州,中国,山西省,朔州市,朔城区,53578,53578,39.3656,112.4278,1114.8
平鲁,中国,山西省,朔州市,平鲁区,53574,53574,39.5228,112.2714,1409.4
山阴,中国,山西省,朔州市,山阴县,53576,53576,39.5086,112.8197,1045
应县,中国,山西省,朔州市,应县,53584,53584,39.5617,113.1625,1000.7
右玉,中国,山西省,朔州市,右玉县,53478,53478,39.9942,112.4603,1345.8
榆次,中国,山西省,晋中市,榆次区,53776,53776,37.6961,112.7853,854.1
榆社,中国,山西省,晋中市,榆社县,53787,53787,37.0692,112.9828,1041.4
左权,中国,山西省,晋中市,左权县,53786,53786,37.0906,113.3339,1152.5
和顺,中国,山西省,晋中市,和顺县,53788,53788,37.3269,113.5739,1265.7
昔阳,中国,山西省,晋中市,昔阳县,53783,53783,37.6025,113.7208,940.3
寿阳,中国,山西省,晋中市,寿阳县,53780,53780,37.9081,113.1519,1066.1
太谷,中国,山西省,晋中市,太谷县,53775,53775,37.4233,112.5933,785.8
祁县,中国,山西省,晋中市,祁县,53770,53770,37.3567,112.3497,768.8
平遥,中国,山西省,晋中市,平遥县,53778,53778,37.1742,112.1778,780.3
灵石,中国,山西省,晋中市,灵石县,53862,53862,36.8533,111.7947,811.7
介休,中国,山西省,晋中市,介休市,53863,53863,37.0628,111.945,746
临猗,中国,山西省,运城市,临猗县,53958,53958,35.1656,110.7756,435.6
万荣,中国,山西省,运城市,万荣县,53956,53956,35.4169,110.8425,588.4
闻喜,中国,山西省,运城市,闻喜县,53967,53967,35.33,111.2,468.3
稷山,中国,山西省,运城市,稷山县,53954,53954,35.6172,110.9717,433.5
运城,中国,山西省,运城市,新绛县,53959,53959,35.1114,111.0664,375
新绛,中国,山西省,运城市,新绛县,53964,53964,35.6208,111.2081,430.8
绛县,中国,山西省,运城市,新绛县,53965,53965,35.5044,111.5714,761
垣曲,中国,山西省,运城市,垣曲县,53968,53968,35.2769,111.6611,505
夏县,中国,山西省,运城市,夏县,57060,57060,35.1561,111.2244,402.9
平陆,中国,山西省,运城市,平陆县,57061,57061,34.8419,111.2036,410.7
芮城,中国,山西省,运城市,芮城县,57053,57053,34.7028,110.7097,505.7
永济,中国,山西省,运城市,永济市,57052,57052,34.8831,110.4483,354.1
河津,中国,山西省,运城市,河津市,53957,53957,35.6117,110.7089,459.2
定襄,中国,山西省,忻州市,定襄县,53676,53676,38.4953,112.9758,759.4
五台山,中国,山西省,忻州市,五台县,53588,53588,38.9414,113.5136,2208.3
五台县豆村,中国,山西省,忻州市,五台县,53681,53681,38.8386,113.365,1096.2
代县,中国,山西省,忻州市,代县,53579,53579,39.0522,112.9181,859.7
繁峙,中国,山西省,忻州市,繁峙县,53585,53585,39.1678,113.2647,933.9
宁武,中国,山西省,忻州市,宁武县,53577,53577,39.0019,112.2956,1437.4
静乐,中国,山西省,忻州市,静乐县,53666,53666,38.3625,111.9378,1212.2
神池,中国,山西省,忻州市,神池县,53575,53575,39.0947,112.2022,1525.4
五寨,中国,山西省,忻州市,五寨县,53663,53663,38.9253,111.8228,1401
忻府区,中国,山西省,忻州市,五寨县,53674,53674,38.3936,112.6947,869.9
岢岚,中国,山西省,忻州市,岢岚县,53662,53662,38.7078,111.5711,1396.7
河曲,中国,山西省,忻州市,河曲县,53564,53564,39.365,111.2117,1036
保德,中国,山西省,忻州市,保德县,53660,53660,39.0194,111.0836,894.4
偏关,中国,山西省,忻州市,偏关县,53565,53565,39.4375,111.4981,1051.7
原平,中国,山西省,忻州市,原平市,53673,53673,38.7383,112.7142,828.2
临汾,中国,山西省,临汾市,尧都区,53868,53868,36.0617,111.4939,449.5
曲沃,中国,山西省,临汾市,曲沃县,53961,53961,35.6453,111.4864,472.6
翼城,中国,山西省,临汾市,翼城县,53962,53962,35.7281,111.7003,584.5
襄汾,中国,山西省,临汾市,襄汾县,53861,53861,35.8925,111.3908,463.5
洪洞,中国,山西省,临汾市,洪洞县,53866,53866,36.2267,111.6597,462.8
古县,中国,山西省,临汾市,古县,53874,53874,36.2522,111.9006,648.7
安泽,中国,山西省,临汾市,安泽县,53877,53877,36.1275,112.2553,1011.3
浮山,中国,山西省,临汾市,浮山县,53966,53966,35.9772,111.8336,817.2
吉县,中国,山西省,临汾市,吉县,53859,53859,36.09,110.6633,851.3
乡宁,中国,山西省,临汾市,乡宁县,53953,53953,35.9508,110.8561,1290
大宁,中国,山西省,临汾市,大宁县,53856,53856,36.4622,110.7478,765.9
隰县,中国,山西省,临汾市,隰县,53853,53853,36.7025,110.9469,1052.7
永和,中国,山西省,临汾市,永和县,53852,53852,36.7722,110.6364,916.6
蒲县,中国,山西省,临汾市,蒲县,53864,53864,36.4022,111.1031,1030.6
汾西,中国,山西省,临汾市,汾西县,53865,53865,36.6786,111.5117,1126.1
侯马,中国,山西省,临汾市,侯马市,53963,53963,35.6508,111.3597,433.8
霍州,中国,山西省,临汾市,霍州市,53869,53869,36.5778,111.7033,550
离石,中国,山西省,吕梁市,离石区,53764,53764,37.5067,111.1131,950.8
文水,中国,山西省,吕梁市,文水县,53771,53771,37.415,112.0481,750
交城,中国,山西省,吕梁市,交城县,53777,53777,37.5147,112.1439,753.6
兴县,中国,山西省,吕梁市,兴县,53664,53664,38.4608,111.1342,1012.6
临县,中国,山西省,吕梁市,临县,53659,53659,37.9706,111.005,1163.3
柳林,中国,山西省,吕梁市,柳林县,53753,53753,37.4406,110.8906,860.1
石楼,中国,山西省,吕梁市,石楼县,53759,53759,36.9922,110.8328,1109.1
岚县,中国,山西省,吕梁市,岚县,53665,53665,38.2828,111.6328,1221.3
方山,中国,山西省,吕梁市,方山县,53760,53760,37.885,111.23,1212.4
中阳,中国,山西省,吕梁市,中阳县,53767,53767,37.335,111.1806,1213.1
交口,中国,山西省,吕梁市,交口县,53860,53860,36.9828,111.1689,1406.7
孝义,中国,山西省,吕梁市,孝义市,53768,53768,37.1542,111.745,773.4
汾阳,中国,山西省,吕梁市,汾阳市,53769,53769,37.2439,111.7822,747.7
呼和浩特,中国,内蒙古自治区,呼和浩特市,回民区,53463,53463,40.8558,111.5714,1153.5
呼和浩特郊区站,中国,内蒙古自治区,呼和浩特市,赛罕区,53466,53466,40.7611,111.7089,1042
土默特左旗,中国,内蒙古自治区,呼和浩特市,土默特左旗,53464,53464,40.7272,111.1736,1042.8
托克托县,中国,内蒙古自治区,呼和浩特市,托克托县,53467,53467,40.2514,111.2514,1015.9
和林格尔县,中国,内蒙古自治区,呼和浩特市,和林格尔县,53469,53469,40.3992,111.8189,1166.7
清水河县,中国,内蒙古自治区,呼和浩特市,清水河县,53562,53562,39.9225,111.6594,1208
武川县,中国,内蒙古自治区,呼和浩特市,武川县,53368,53368,41.0761,111.4608,1637.3
包头,中国,内蒙古自治区,包头市,九原区,53446,53446,40.5294,109.8808,1004.7
土右旗,中国,内蒙古自治区,包头市,土默特右旗,53455,53455,40.5519,110.5292,998.4
固阳,中国,内蒙古自治区,包头市,固阳县,53357,53357,41.0314,110.0958,1403.1
满都拉,中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,53149,53149,42.5294,110.1167,1224.9
达茂旗,中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,53352,53352,41.7036,110.4353,1375
希拉穆仁,中国,内蒙古自治区,包头市,达尔罕茂明安联合旗,53367,53367,41.3203,111.2236,1606.4
乌海,中国,内蒙古自治区,乌海市,海勃湾区,53512,53512,39.7936,106.8042,1105.4
岗子,中国,内蒙古自治区,赤峰市,松山区,54214,54214,42.5597,118.41,960
赤峰,中国,内蒙古自治区,赤峰市,松山区,54218,54218,42.3075,118.8344,668.6
阿鲁科尔沁旗,中国,内蒙古自治区,赤峰市,阿鲁科尔沁旗,54122,54122,43.8617,120.0303,428.9
富河,中国,内蒙古自治区,赤峰市,巴林左旗,54024,54024,44.4514,119.2844,710
巴林左旗,中国,内蒙古自治区,赤峰市,巴林左旗,54027,54027,43.9581,119.3175,587.8
巴林右旗,中国,内蒙古自治区,赤峰市,巴林右旗,54113,54113,43.5289,118.6333,688.8
林西县,中国,内蒙古自治区,赤峰市,林西县,54115,54115,43.6339,118.0283,825
克什克腾旗,中国,内蒙古自治区,赤峰市,克什克腾旗,54117,54117,43.2369,117.5236,1003.3
翁牛特旗,中国,内蒙古自治区,赤峰市,翁牛特旗,54213,54213,42.9178,119.0136,634.3
喀喇沁旗,中国,内蒙古自治区,赤峰市,喀喇沁旗,54313,54313,41.9197,118.7019,733.7
八里罕,中国,内蒙古自治区,赤峰市,宁城县,54316,54316,41.5139,118.7436,679.3
宁城县,中国,内蒙古自治区,赤峰市,宁城县,54320,54320,41.5919,119.2992,544.2
敖汉旗,中国,内蒙古自治区,赤峰市,敖汉旗,54225,54225,42.2939,119.9436,579.4
宝国吐,中国,内蒙古自治区,赤峰市,敖汉旗,54226,54226,42.3167,120.6856,400.5
通辽,中国,内蒙古自治区,通辽市,科尔沁区,54135,54135,43.5953,122.2603,181.2
舍伯吐,中国,内蒙古自治区,通辽市,科尔沁左翼中旗,54039,54039,44.0272,121.9981,183.9
科尔沁左翼中旗,中国,内蒙古自治区,通辽市,科尔沁左翼中旗,54047,54047,44.0894,123.2547,141
科左后旗,中国,内蒙古自治区,通辽市,科尔沁左翼后旗,54231,54231,42.9094,122.3636,256.9
开鲁,中国,内蒙古自治区,通辽市,开鲁县,54134,54134,43.6019,121.2864,241.3
库伦旗,中国,内蒙古自治区,通辽市,库伦旗,54234,54234,42.7178,121.79,278.8
青龙山,中国,内蒙古自治区,通辽市,奈曼旗,54132,54132,42.3864,121.0647,396
奈曼,中国,内蒙古自治区,通辽市,奈曼旗,54223,54223,42.8506,120.6414,368.2
巴雅尔吐胡硕,中国,内蒙古自治区,通辽市,扎鲁特旗,50928,50928,45.0583,120.3247,632.9
扎鲁特,中国,内蒙古自治区,通辽市,扎鲁特旗,54026,54026,44.5472,120.8989,263.6
霍林郭勒,中国,内蒙古自治区,通辽市,霍林郭勒市,50924,50924,45.5497,119.65,860
东胜,中国,内蒙古自治区,鄂尔多斯市,东胜区,53543,53543,39.8153,110.0122,1462.2
达拉特旗,中国,内蒙古自治区,鄂尔多斯市,达拉特旗,53457,53457,40.3922,110.0331,1008.8
准格尔旗,中国,内蒙古自治区,鄂尔多斯市,准格尔旗,53553,53553,39.8544,111.2189,1223.8
鄂托克前旗,中国,内蒙古自治区,鄂尔多斯市,鄂托克前旗,53730,53730,38.1889,107.4667,1333.2
鄂托克旗,中国,内蒙古自治区,鄂尔多斯市,鄂托克旗,53529,53529,39.0883,107.9625,1381.4
伊克乌素,中国,内蒙古自治区,鄂尔多斯市,杭锦旗,53522,53522,40.0481,107.8358,1180.8
杭锦旗,中国,内蒙古自治区,鄂尔多斯市,杭锦旗,53533,53533,39.8106,108.7136,1414
乌审旗,中国,内蒙古自治区,鄂尔多斯市,乌审旗,53644,53644,38.5944,108.835,1305.9
河南,中国,内蒙古自治区,鄂尔多斯市,乌审旗,53732,53732,37.8606,108.7214,1230
伊金霍洛旗,中国,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,53545,53545,39.56,109.7083,1367
海拉尔,中国,内蒙古自治区,呼伦贝尔市,海拉尔区,50527,50527,49.25,119.7003,649.7
