Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan
58015,2022-08-08 15:00:00,998.7,1003.5,999.1,998.7,1.8,3.2,174,156,1.7,149,32.3,32.3,32.1,81,81,0.0,2,45.92
58016,2022-08-08 15:00:00,1000.2,1004.2,1000.4,1000.2,1.3,1.3,129,94,0.6,127,30.9,32.1,30.9,85,77,0.0,1,42.34
58102,2022-08-08 15:00:00,999.4,1003.9,999.7,999.4,2.3,3.5,121,120,1.6,116,32.4,32.9,32.4,74,72,0.0,2,43.22
58107,2022-08-08 15:00:00,999.4,1003.6,999.4,999.2,1.8,2.1,138,122,1.3,134,30.2,30.8,30.2,91,83,0.0,1,41.87
58108,2022-08-08 15:00:00,999.5,1004.0,999.5,999.3,1.5,1.8,127,110,1.1,128,30.1,31.1,30.1,83,79,0.0,1,38.87
58109,2022-08-08 15:00:00,999.7,1003.3,999.8,999.6,1.4,1.6,135,126,1.2,125,29.7,30.3,29.7,89,87,0.0,1,39.36
58112,2022-08-08 15:00:00,903.1,1007.2,903.1,902.7,1.9,3.5,259,245,1.4,250,24.1,24.1,23.4,88,87,0.0,2,24.86
58113,2022-08-08 15:00:00,1000.5,1004.2,1000.8,1000.5,1.5,1.7,152,999017,0.0,148,30.6,30.7,30.4,82,81,0.0,0,40.22
58114,2022-08-08 15:00:00,1000.2,1003.8,1000.6,1000.2,1.4,2.4,141,113,1.1,126,32.8,33.1,32.7,66,64,0.0,1,41.22
58116,2022-08-08 15:00:00,1000.4,1004.2,1000.7,1000.4,1.5,1.5,118,999017,0.2,130,31.0,31.2,31.0,90,84,0.0,0,44.68
58117,2022-08-08 15:00:00,1000.5,1003.7,1000.8,1000.5,1.5,2.3,121,124,1.5,114,31.2,31.6,31.1,79,77,0.0,1,41.19
58118,2022-08-08 15:00:00,1001.0,1004.1,1001.3,1001.0,3.2,4.8,129,142,2.0,142,33.1,33.3,32.7,64,63,0.0,2,41.29
58122,2022-08-08 15:00:00,1001.2,1004.2,1001.5,1001.2,1.9,2.2,113,114,1.8,113,29.8,30.3,29.7,92,90,0.0,2,40.7
58125,2022-08-08 15:00:00,1001.8,1004.5,1002.2,1001.8,2.5,3.4,141,149,2.6,147,31.6,32.0,31.6,79,78,0.0,2,42.54
58126,2022-08-08 15:00:00,1002.3,1004.8,1002.5,1002.3,0.9,1.6,191,999017,0.1,141,31.0,31.3,31.0,83,81,0.0,1,41.96
58127,2022-08-08 15:00:00,1001.6,1004.5,1001.6,1001.4,2.6,3.0,152,156,1.8,156,31.0,31.8,31.0,76,74,0.0,2,39.5
