Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan
58015,2022-08-08 19:00:00,998.1,1002.9,998.1,998.0,2.3,3.6,166,180,2.3,165,31.6,32.1,31.6,78,75,0.0,2,42.15
58016,2022-08-08 19:00:00,999.4,1003.4,999.4,999.2,0.8,1.3,177,164,0.4,195,29.8,30.1,29.8,85,84,0.0,1,38.46
58102,2022-08-08 19:00:00,998.8,1003.2,999.0,998.8,1.9,2.9,158,153,1.5,134,30.9,31.4,30.9,77,74,0.0,1,39.53
58107,2022-08-08 19:00:00,999.0,1003.2,999.1,999.0,1.6,2.2,174,186,0.9,207,29.8,29.9,29.7,93,93,0.0,1,41.04
58108,2022-08-08 19:00:00,998.9,1003.4,999.0,998.8,1.2,1.6,149,122,1.4,123,28.3,29.5,28.3,90,86,0.0,1,34.94
58109,2022-08-08 19:00:00,999.3,1002.9,999.3,999.0,1.1,1.4,250,241,0.6,263,28.7,28.7,28.4,94,91,0.0,1,37.31
58112,2022-08-08 19:00:00,902.0,1005.5,902.4,902.0,3.3,6.0,259,248,3.2,257,24.1,24.2,24.0,82,80,0.0,2,24.71
58113,2022-08-08 19:00:00,999.8,1003.5,999.8,999.5,2.1,3.0,180,164,1.2,165,30.2,30.6,30.2,78,77,0.0,1,37.7
58114,2022-08-08 19:00:00,999.6,1003.2,999.6,999.5,1.7,3.8,158,137,0.9,144,31.7,32.3,31.7,69,66,0.0,1,39.2
58116,2022-08-08 19:00:00,999.6,1003.4,999.6,999.4,1.3,1.9,194,178,1.4,184,30.0,30.1,30.0,93,93,0.0,1,41.81
58117,2022-08-08 19:00:00,1000.1,1003.3,1000.1,1000.0,1.1,1.5,160,163,0.9,151,29.2,29.7,29.2,88,84,0.0,1,37.34
58118,2022-08-08 19:00:00,1000.3,1003.4,1000.4,1000.3,2.7,4.3,188,185,2.3,187,30.6,31.7,30.6,77,71,0.0,2,38.6
58122,2022-08-08 19:00:00,1000.4,1003.4,1000.4,1000.4,2.0,2.4,146,163,1.3,143,29.1,29.2,29.0,90,88,0.0,1,37.57
58125,2022-08-08 19:00:00,1001.0,1003.7,1001.0,1000.9,2.9,4.1,191,172,2.4,176,29.8,31.2,29.8,83,75,0.0,2,37.89
58126,2022-08-08 19:00:00,1001.4,1003.8,1001.4,1001.3,1.1,2.4,225,200,0.9,204,30.1,30.3,29.8,82,82,0.0,1,38.57
58127,2022-08-08 19:00:00,1000.7,1003.6,1000.8,1000.6,2.4,2.9,174,159,2.1,168,29.1,29.7,29.1,86,81,0.0,2,36.45
58128,2022-08-08 19:00:00,1001.1,1003.6,1001.1,1001.0,0.7,1.3,203,130,0.9,166,28.3,28.6,28.3,88,87,0.0,1,34.46
58129,2022-08-08 19:00:00,1002.0,1003.8,1002.2,1001.9,1.7,3.0,180,160,0.8,149,29.9,30.4,29.9,79,75,0.0,1,37.09
