Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan
58240,2022-08-08 12:00:00,1002.8,1004.1,1002.8,1002.3,1.2,1.7,273,999017,0.0,97,32.7,34.0,32.7,78,71,0.0,1,46.04
58306,2022-08-08 12:00:00,992.9,1003.7,992.9,992.4,2.5,3.8,191,179,2.7,182,29.3,30.5,29.3,80,69,0.0,2,35.59
58311,2022-08-08 12:00:00,995.2,1003.6,995.2,994.5,1.7,2.8,222,241,1.2,212,32.7,33.7,32.7,63,61,0.0,1,39.82
58314,2022-08-08 12:00:00,994.1,1003.9,994.1,993.3,1.1,2.0,323,335,1.0,334,30.9,31.3,30.4,68,68,0.0,1,36.75
58316,2022-08-08 12:00:00,1000.8,1003.6,1000.8,1000.2,1.7,2.5,208,188,1.9,201,33.2,33.2,32.8,58,58,0.0,2,39.31
58317,2022-08-08 12:00:00,957.3,1005.5,957.3,956.8,2.0,2.6,180,113,1.1,163,29.3,30.9,29.2,73,65,0.0,1,34.02
58319,2022-08-08 12:00:00,994.7,1004.4,994.7,994.0,2.2,3.7,200,275,1.7,238,32.2,33.3,32.2,62,58,0.0,2,38.19
58320,2022-08-08 12:00:00,1000.8,1003.9,1000.8,1000.1,1.3,2.0,138,126,1.4,137,30.8,33.0,30.7,74,63,0.0,1,38.26
58321,2022-08-08 12:00:00,997.5,1003.2,997.5,996.9,3.3,5.1,188,159,2.4,182,32.4,33.6,32.4,64,61,0.0,2,39.38
58323,2022-08-08 12:00:00,1001.8,1004.0,1001.8,1001.2,2.6,3.5,203,170,1.9,182,33.4,34.6,33.4,66,58,0.0,2,42.99
58326,2022-08-08 12:00:00,1000.6,1004.2,1000.6,1000.0,1.2,1.3,253,118,0.8,243,32.0,33.9,31.8,69,66,0.0,1,40.05
58327,2022-08-08 12:00:00,999.0,1004.2,999.0,998.3,3.6,6.0,197,183,2.9,177,33.7,34.3,33.6,61,58,0.0,2,41.76
58329,2022-08-08 12:00:00,1003.0,1004.2,1003.0,1002.4,1.4,2.0,253,250,1.5,249,33.5,34.9,33.5,63,56,0.0,1,42.02
58330,2022-08-08 12:00:00,1001.0,1004.1,1001.0,1000.5,1.8,3.5,236,20,0.4,208,33.3,35.6,33.3,61,47,0.0,1,40.67
58331,2022-08-08 12:00:00,1001.7,1004.1,1001.7,1001.2,2.0,3.0,270,228,1.0,238,35.7,36.0,35.7,52,51,0.0,1,43.26
58334,2022-08-08 12:00:00,1002.8,1004.1,1002.8,1002.5,1.9,2.8,295,339,0.7,302,34.7,35.8,34.7,58,53,0.0,1,43.26
58335,2022-08-08 12:00:00,997.3,1004.1,997.3,996.9,2.4,3.0,321,317,1.9,314,32.6,34.7,32.6,65,57,0.0,2,40.28
58336,2022-08-08 12:00:00,995.3,1004.1,995.3,994.9,1.8,2.2,127,257,0.9,145,34.5,35.4,34.3,54,50,0.0,1,41.04
58337,2022-08-08 12:00:00,997.4,1004.3,997.4,996.8,2.3,3.3,256,248,1.8,255,30.8,33.7,30.8,72,62,0.0,2,37.66
58338,2022-08-08 12:00:00,999.5,1004.1,999.5,999.0,2.1,3.1,357,34,1.3,8,35.3,36.0,35.3,54,51,0.0,1,43.11
58417,2022-08-08 12:00:00,992.5,1004.9,992.5,991.9,2.9,4.0,203,190,2.4,196,32.3,32.7,32.3,72,70,0.0,2,42.08
58429,2022-08-08 12:00:00,1003.2,1004.6,1003.2,1002.5,2.4,3.2,239,259,1.9,241,34.9,35.3,34.8,51,50,0.0,2,40.83
58431,2022-08-08 12:00:00,999.5,1004.1,999.5,998.9,3.1,5.0,20,342,1.2,3,34.9,35.5,34.9,57,56,0.0,2,43.36
58432,2022-08-08 12:00:00,997.9,1004.0,997.9,997.0,1.3,1.9,219,163,1.1,218,30.8,32.6,30.7,68,59,0.0,1,36.5
58433,2022-08-08 12:00:00,1000.5,1004.1,1000.5,999.8,1.8,3.3,62,105,1.5,68,35.3,36.0,35.3,55,53,0.0,1,43.56
58435,2022-08-08 12:00:00,980.7,1005.0,980.7,979.8,1.8,2.4,174,137,1.6,170,31.0,33.1,31.0,63,53,0.0,1,35.62
58436,2022-08-08 12:00:00,994.5,1004.4,994.5,993.7,1.3,1.9,217,157,0.6,145,33.7,35.7,33.7,50,38,0.0,1,37.74
58437,2022-08-08 12:00:00,817.0,1009.6,817.0,816.4,4.4,6.3,129,117,4.6,115,19.4,19.7,19.3,88,86,0.0,3,19.69
58441,2022-08-08 12:00:00,999.3,1005.1,999.3,998.3,2.1,3.0,87,176,0.3,132,30.2,33.4,30.2,74,57,0.0,1,36.58
58442,2022-08-08 12:00:00,1002.4,1004.4,1002.4,1001.7,3.2,5.1,104,60,1.8,92,33.9,35.3,33.9,54,48,0.0,2,39.57
58520,2022-08-08 12:00:00,983.9,1005.5,983.9,983.0,1.4,1.7,284,280,1.5,284,29.1,32.2,29.1,80,64,0.0,1,35.02
58523,2022-08-08 12:00:00,980.0,1005.6,980.0,979.0,2.0,2.5,278,270,0.5,244,29.5,31.4,29.5,78,67,0.0,1,35.68
58530,2022-08-08 12:00:00,985.6,1004.6,985.6,984.8,2.7,3.5,239,226,2.2,235,31.5,33.1,31.5,66,58,0.0,2,37.69
58531,2022-08-08 12:00:00,988.6,1004.6,988.6,987.7,2.0,3.4,236,230,1.7,228,33.7,35.5,33.7,56,48,0.0,2,39.82
58534,2022-08-08 12:00:00,985.7,1004.8,985.7,984.7,3.1,5.3,245,252,2.0,253,32.9,34.5,32.9,60,54,0.0,2,39.26
58724,2022-08-08 12:00:00,976.0,1006.3,976.0,974.9,1.5,2.2,253,282,1.2,213,28.6,30.7,28.6,71,63,0.0,1,32.04
58725,2022-08-08 12:00:00,981.6,1006.4,981.6,980.7,1.4,1.7,153,113,1.1,141,29.0,31.2,29.0,71,63,0.0,1,32.91
58730,2022-08-08 12:00:00,981.4,1006.5,981.4,980.4,1.7,2.3,111,34,1.3,118,30.3,32.2,30.3,57,50,0.0,1,32.79
58731,2022-08-08 12:00:00,975.2,1006.5,975.2,974.3,1.3,1.8,194,188,1.1,183,29.8,31.7,29.8,62,55,0.0,1,32.84
58734,2022-08-08 12:00:00,984.0,1006.4,984.0,983.2,1.6,1.8,135,82,1.3,153,29.2,31.8,29.2,68,56,0.0,1,32.78
58735,2022-08-08 12:00:00,977.2,1006.7,977.2,976.4,2.0,3.0,270,316,1.8,319,28.6,30.7,28.6,73,64,0.0,2,32.38
58736,2022-08-08 12:00:00,977.3,1007.0,977.3,976.4,2.4,3.9,104,124,2.3,100,28.5,29.5,27.9,69,66,0.0,2,31.51
58737,2022-08-08 12:00:00,988.7,1006.4,988.8,988.0,1.2,1.5,62,999017,0.0,63,30.2,31.7,30.2,66,56,0.0,1,34.55
58744,2022-08-08 12:00:00,916.6,1009.9,916.6,915.8,7.0,9.1,132,328,3.1,137,22.8,23.3,22.3,92,89,13.9,2,23.54
58747,2022-08-08 12:00:00,911.2,1009.2,911.2,910.4,2.8,4.5,166,118,3.1,137,24.8,25.7,24.8,83,76,0.0,2,25.5
58748,2022-08-08 12:00:00,1002.3,1008.1,1002.3,1001.0,3.2,6.5,158,151,1.8,166,30.7,31.6,30.7,67,65,0.0,2,35.98
58749,2022-08-08 12:00:00,933.6,1009.4,933.6,932.7,2.4,4.6,158,158,2.4,152,25.2,25.9,25.2,80,76,0.0,2,25.86
58754,2022-08-08 12:00:00,1004.7,1008.9,1004.7,1003.9,4.0,6.5,128,164,3.3,140,29.6,30.4,29.6,73,69,0.0,2,34.76
58818,2022-08-08 12:00:00,966.6,1007.2,966.6,965.9,1.5,2.0,139,125,0.9,119,27.5,28.5,27.5,79,73,0.0,1,30.76
58819,2022-08-08 12:00:00,966.3,1007.5,966.3,965.6,2.2,2.7,239,999017,0.2,243,24.8,26.2,24.8,88,78,0.0,1,25.63
58820,2022-08-08 12:00:00,968.1,1006.8,968.2,967.1,1.4,1.5,110,7,0.5,93,29.0,31.2,29.0,67,55,0.0,1,32.19
58822,2022-08-08 12:00:00,968.0,1006.5,968.0,967.2,1.9,3.3,242,153,1.3,210,29.0,30.9,29.0,67,58,0.0,1,32.19
58823,2022-08-08 12:00:00,986.8,1006.8,986.8,985.8,1.6,2.8,135,243,1.0,168,29.2,31.2,29.2,68,57,0.0,1,32.78
58824,2022-08-08 12:00:00,967.0,1007.5,967.0,966.1,1.2,1.7,332,999017,0.2,323,26.6,28.8,26.6,77,70,0.0,1,28.67
58826,2022-08-08 12:00:00,992.8,1006.7,992.8,991.9,2.7,4.7,155,151,1.7,149,29.5,31.0,29.5,64,57,0.0,2,32.64
58828,2022-08-08 12:00:00,983.0,1006.9,983.0,982.1,3.1,3.4,110,24,2.2,112,30.4,31.5,30.3,55,50,0.0,2,32.58
58836,2022-08-08 12:00:00,967.0,1007.7,967.0,966.2,1.4,1.9,108,999017,0.2,192,29.4,31.0,29.4,66,57,0.0,1,32.82
58837,2022-08-08 12:00:00,983.8,1007.1,983.8,982.8,1.3,1.9,262,287,1.4,258,29.1,31.2,29.0,67,61,0.0,1,32.39
58839,2022-08-08 12:00:00,990.4,1007.4,990.4,989.3,9.2,12.5,110,113,8.5,109,30.9,31.9,30.9,68,64,0.0,5,36.75
58843,2022-08-08 12:00:00,1002.3,1008.9,1002.3,1001.2,3.6,5.9,136,105,2.4,110,29.0,29.1,28.9,81,79,0.0,2,34.96
58844,2022-08-08 12:00:00,1001.3,1008.0,1001.3,999.9,3.7,5.7,124,102,2.8,128,30.9,32.3,30.9,67,63,0.0,2,36.47
58845,2022-08-08 12:00:00,999.6,1008.7,999.6,998.4,5.5,7.4,124,109,4.7,130,29.2,29.5,29.1,78,77,0.0,3,34.85
58846,2022-08-08 12:00:00,1005.0,1008.8,1005.0,1003.8,2.9,6.1,102,71,1.9,85,30.5,31.0,30.5,67,66,0.0,2,35.49
58847,2022-08-08 12:00:00,998.6,1008.3,998.6,997.2,4.7,7.4,111,132,3.3,139,30.2,30.8,30.2,68,64,0.0,2,35.03
58848,2022-08-08 12:00:00,1007.0,1008.7,1007.0,1005.7,2.0,2.7,68,72,2.1,85,29.0,29.5,29.0,83,79,0.0,2,35.41
58850,2022-08-08 12:00:00,998.5,1009.1,998.5,997.6,4.2,5.9,98,45,2.4,100,27.8,28.1,27.8,86,85,0.0,2,32.55
58911,2022-08-08 12:00:00,972.4,1007.5,972.4,970.9,3.6,6.3,198,201,2.5,192,28.8,31.3,28.8,64,60,0.0,2,31.3
58917,2022-08-08 12:00:00,973.4,1008.3,973.5,972.2,1.5,2.3,332,266,0.5,91,25.2,25.2,24.9,91,85,0.0,1,26.15
58918,2022-08-08 12:00:00,982.9,1008.2,982.9,981.6,4.1,5.8,167,161,3.4,162,28.3,28.5,28.3,69,67,0.0,2,31.11
58923,2022-08-08 12:00:00,963.8,1009.1,963.8,962.8,3.4,4.6,87,46,1.5,84,24.4,25.4,24.4,87,78,0.0,2,25.17
58926,2022-08-08 12:00:00,981.4,1008.5,981.4,979.8,3.6,6.9,20,51,2.0,349,28.6,30.1,28.6,65,61,0.0,2,31.09
58927,2022-08-08 12:00:00,967.1,1009.8,967.2,965.8,2.2,2.8,45,221,1.1,38,24.9,25.0,24.8,83,79,0.0,1,25.61
58928,2022-08-08 12:00:00,989.7,1008.8,990.0,988.0,5.3,12.4,152,324,1.3,142,26.7,30.8,26.7,75,57,0.0,1,28.71
58929,2022-08-08 12:00:00,993.6,1008.6,993.6,992.5,4.1,5.9,121,113,3.5,103,29.0,29.9,29.0,77,74,0.0,2,34.1
58931,2022-08-08 12:00:00,835.3,1010.1,835.4,834.5,8.3,10.5,147,146,7.0,156,19.3,19.4,19.2,99,97,0.0,4,19.87
58932,2022-08-08 12:00:00,998.2,1008.0,998.2,996.6,3.8,6.8,158,155,3.1,115,30.9,32.5,30.9,70,63,0.0,2,37.33
58934,2022-08-08 12:00:00,987.6,1008.5,987.6,986.3,5.0,7.6,115,111,2.9,129,29.7,30.7,29.7,72,70,0.0,2,34.78
58935,2022-08-08 12:00:00,937.7,1009.3,937.7,936.3,3.6,6.4,174,183,2.9,192,26.3,28.0,26.3,82,69,0.0,2,28.37
58938,2022-08-08 12:00:00,1001.2,1008.7,1001.2,999.9,2.3,3.5,166,198,2.5,189,28.8,29.7,28.8,78,66,0.0,2,33.79
58941,2022-08-08 12:00:00,1005.5,1008.6,1005.5,1004.2,3.1,4.7,68,33,2.4,74,29.4,30.2,29.4,75,71,0.0,2,34.7
58942,2022-08-08 12:00:00,1000.0,1008.7,1000.0,998.8,3.1,4.1,87,100,1.5,100,28.6,28.9,28.6,73,68,0.0,1,32.38
58944,2022-08-08 12:00:00,1005.0,1008.6,1005.0,1003.6,2.4,3.5,6,68,1.1,41,28.8,28.9,28.8,82,81,0.0,2,34.61
58946,2022-08-08 12:00:00,999.3,1008.6,999.3,998.1,2.6,3.9,155,116,1.9,164,30.2,30.3,30.2,69,69,0.0,2,35.28
59113,2022-08-08 12:00:00,983.1,1009.1,983.1,981.9,2.9,3.9,20,14,2.2,15,24.6,24.9,24.5,98,93,0.0,2,25.67
59122,2022-08-08 12:00:00,1003.3,1008.4,1003.4,1002.5,4.3,6.7,17,9,3.2,26,27.9,29.8,27.9,74,73,0.0,2,31.0
59124,2022-08-08 12:00:00,1002.2,1008.5,1002.2,1000.9,1.4,1.8,48,38,0.4,66,26.4,27.5,26.4,92,86,0.0,1,29.21
59125,2022-08-08 12:00:00,995.8,1008.4,995.8,995.0,2.4,3.1,298,284,2.0,335,25.6,25.9,25.6,93,91,0.0,1,26.64
59127,2022-08-08 12:00:00,1004.3,1008.2,1004.4,1003.6,2.5,3.9,174,91,0.8,173,28.3,29.1,28.3,83,78,0.0,1,33.39
59129,2022-08-08 12:00:00,1001.4,1008.5,1001.4,1000.3,3.2,4.4,163,177,2.8,156,28.5,29.0,28.5,78,73,0.0,2,33.02
59130,2022-08-08 12:00:00,1003.6,1008.9,1003.6,1002.4,2.6,3.2,169,999017,0.2,152,29.0,29.7,29.0,79,76,0.0,1,34.53
59131,2022-08-08 12:00:00,989.0,1008.7,989.0,987.8,3.7,5.4,143,157,2.8,140,28.0,29.0,28.0,80,76,0.0,2,32.1
59133,2022-08-08 12:00:00,1006.0,1008.6,1006.0,1005.0,2.3,2.9,230,233,1.4,230,28.3,28.5,28.3,91,91,0.0,2,35.18
59134,2022-08-08 12:00:00,992.6,1008.6,992.6,991.8,2.9,4.4,177,133,0.7,179,28.2,28.5,28.2,75,75,0.0,1,31.8
59320,2022-08-08 12:00:00,1003.7,1008.1,1003.7,1003.0,3.0,4.3,87,109,2.2,100,28.3,28.9,28.3,83,77,0.0,2,33.39
59322,2022-08-08 12:00:00,1005.2,1008.1,1005.2,1004.5,2.7,4.2,141,127,1.9,103,29.5,29.9,29.5,70,70,0.0,2,33.85
57598,2022-08-08 12:00:00,988.3,1004.9,988.3,987.4,1.7,2.5,10,6,1.2,13,28.3,29.4,28.3,81,72,0.0,1,33.04
57694,2022-08-08 12:00:00,975.9,1005.0,975.9,974.9,1.5,2.0,315,264,1.5,3,30.1,31.8,30.0,76,67,0.0,1,36.85
57696,2022-08-08 12:00:00,994.3,1004.6,994.3,993.3,1.6,2.6,124,135,0.9,147,33.7,35.4,33.7,60,51,0.0,1,41.36
57698,2022-08-08 12:00:00,990.5,1004.6,990.5,989.4,2.4,3.7,181,163,0.8,182,33.3,35.2,33.1,57,49,0.0,1,39.2
57699,2022-08-08 12:00:00,994.1,1004.7,994.1,993.1,4.4,6.9,189,164,3.2,167,31.8,33.5,31.8,66,60,0.0,3,38.47
57783,2022-08-08 12:00:00,990.9,1004.3,990.9,989.8,3.3,4.9,152,251,1.4,175,33.4,34.2,33.3,57,54,0.0,2,39.44
57786,2022-08-08 12:00:00,991.4,1004.7,991.4,990.0,2.2,4.9,160,266,2.9,171,32.1,34.0,32.1,61,48,0.0,2,37.62
57789,2022-08-08 12:00:00,983.7,1005.7,983.7,982.7,3.6,5.2,250,235,2.0,251,29.1,30.3,29.1,70,67,0.0,2,32.95
57792,2022-08-08 12:00:00,991.3,1004.8,991.3,990.2,4.0,4.4,150,157,2.4,150,33.4,34.7,33.4,61,54,0.0,2,40.94
57793,2022-08-08 12:00:00,989.6,1004.4,989.6,988.6,3.2,5.5,158,126,2.2,148,32.6,34.6,32.6,60,52,0.0,2,38.51
57794,2022-08-08 12:00:00,984.8,1004.9,984.8,983.7,2.9,4.4,200,188,2.5,187,30.6,31.7,30.6,63,57,0.0,2,34.72
57796,2022-08-08 12:00:00,983.9,1005.3,983.9,982.7,3.1,5.5,175,149,2.1,168,32.3,33.8,32.3,58,51,0.0,2,37.16
57798,2022-08-08 12:00:00,995.5,1005.3,995.5,994.5,2.4,3.6,183,193,0.7,211,32.0,33.5,32.0,58,52,0.0,1,36.48
57799,2022-08-08 12:00:00,997.1,1005.2,997.1,996.4,1.8,2.7,198,100,0.3,197,33.3,34.0,33.3,58,52,0.0,1,39.55
57883,2022-08-08 12:00:00,977.1,1006.1,977.1,976.6,5.3,5.4,172,116,1.2,152,28.0,29.3,28.0,69,59,0.0,1,30.54
57891,2022-08-08 12:00:00,988.4,1005.5,988.5,987.8,2.2,3.3,219,177,0.8,176,28.9,29.4,28.5,68,66,0.0,1,32.16
57894,2022-08-08 12:00:00,915.5,1007.8,915.5,914.9,0.5,1.2,287,265,0.4,294,23.8,25.1,23.8,88,81,0.0,1,24.53
57895,2022-08-08 12:00:00,994.2,1005.8,994.2,993.4,5.5,7.1,253,213,1.5,263,30.8,31.2,30.7,64,63,0.0,1,35.42
57896,2022-08-08 12:00:00,991.8,1006.3,991.8,990.8,2.9,4.0,278,273,2.2,263,28.1,28.6,28.0,76,75,0.0,2,31.73
57899,2022-08-08 12:00:00,993.7,1005.6,993.7,993.0,1.0,1.3,283,346,0.9,315,28.8,30.9,28.7,77,69,0.0,1,33.59
57990,2022-08-08 12:00:00,974.9,1006.7,975.0,973.9,1.6,2.1,93,13,1.2,23,27.1,28.6,26.9,94,86,0.0,1,32.1
57991,2022-08-08 12:00:00,990.3,1006.0,990.3,989.2,1.2,2.2,293,25,0.9,317,30.2,31.5,30.2,71,64,0.0,1,35.79
57992,2022-08-08 12:00:00,991.5,1005.9,991.5,990.3,2.0,3.4,222,216,0.9,237,32.1,34.1,32.1,60,50,0.0,1,37.31
57993,2022-08-08 12:00:00,990.2,1005.9,990.2,989.0,2.2,4.5,85,88,2.8,94,31.0,32.3,31.0,67,62,0.0,2,36.72
57994,2022-08-08 12:00:00,981.6,1006.0,981.6,980.3,1.5,2.4,301,306,1.5,280,30.3,31.7,30.3,67,60,0.0,1,35.02
57995,2022-08-08 12:00:00,984.1,1007.3,984.1,981.9,4.6,7.0,201,164,3.1,205,30.1,30.6,29.4,66,60,0.0,2,34.33
58502,2022-08-08 12:00:00,995.0,1004.7,995.0,994.1,0.0,0.0,999017,999017,0.0,999017,31.8,32.3,31.7,62,62,0.0,0,37.21
58503,2022-08-08 12:00:00,999.7,1004.4,999.7,998.9,1.6,2.6,149,150,0.8,201,33.6,34.4,33.6,62,59,0.0,1,41.89
58505,2022-08-08 12:00:00,997.4,1004.6,997.4,996.6,3.1,5.2,208,190,1.5,205,32.9,33.8,32.9,60,56,0.0,1,39.26
58506,2022-08-08 12:00:00,882.5,1007.2,882.5,881.8,2.7,7.2,184,168,2.9,174,23.9,24.3,23.5,74,74,0.0,2,24.28
58507,2022-08-08 12:00:00,991.4,1004.5,991.4,990.4,2.5,3.7,242,253,1.4,215,31.5,33.0,31.5,73,59,0.0,1,40.0
58508,2022-08-08 12:00:00,995.7,1004.9,995.7,994.9,2.3,4.4,110,115,1.9,137,31.8,32.8,31.8,69,66,0.0,1,39.48
58509,2022-08-08 12:00:00,1000.7,1005.0,1000.7,999.9,3.3,5.4,135,130,2.4,122,33.4,33.6,33.4,60,59,0.0,2,40.56
58510,2022-08-08 12:00:00,1000.9,1005.0,1000.9,1000.1,3.0,4.7,164,160,2.6,163,32.3,33.0,32.3,64,61,0.0,2,39.11
58512,2022-08-08 12:00:00,993.9,1005.2,993.9,993.1,2.3,3.2,192,171,2.1,169,32.1,33.2,32.1,62,57,0.0,2,37.94
58514,2022-08-08 12:00:00,1001.0,1005.3,1001.0,1000.3,2.1,3.2,321,307,2.3,305,32.4,32.9,32.4,64,62,0.0,2,39.38
58517,2022-08-08 12:00:00,996.1,1005.0,996.1,995.4,2.8,3.5,128,115,1.6,132,32.2,32.3,32.1,64,64,0.0,2,38.85
58519,2022-08-08 12:00:00,1000.4,1004.9,1000.4,999.7,1.9,3.1,155,136,1.2,139,34.2,34.6,34.2,52,51,0.0,1,39.55
58524,2022-08-08 12:00:00,995.2,1005.1,995.2,994.4,2.1,2.8,323,292,0.9,338,33.5,34.1,33.5,54,52,0.0,1,38.63
58527,2022-08-08 12:00:00,994.5,1005.1,994.5,993.7,3.0,3.4,270,303,1.5,267,33.2,34.3,33.2,61,54,0.0,1,40.41
58529,2022-08-08 12:00:00,986.4,1005.2,986.4,985.6,1.6,2.0,318,318,1.0,318,31.2,32.7,31.2,72,59,0.0,1,38.78
58600,2022-08-08 12:00:00,995.6,1004.8,995.6,994.8,1.2,2.4,323,327,1.1,322,31.8,33.2,31.8,72,63,0.0,1,40.54
58601,2022-08-08 12:00:00,995.7,1004.9,995.7,994.9,2.4,3.7,117,115,1.8,125,33.4,34.3,33.4,58,54,0.0,2,39.81
58602,2022-08-08 12:00:00,994.6,1004.9,994.6,993.8,1.4,1.6,267,59,1.0,266,30.2,33.1,30.2,79,64,0.0,1,37.99
58605,2022-08-08 12:00:00,999.5,1004.8,999.5,998.6,2.1,3.3,84,127,2.0,110,34.2,35.2,34.2,54,49,0.0,2,40.29
58606,2022-08-08 12:00:00,999.2,1004.6,999.2,998.6,2.8,4.7,124,170,0.9,114,34.3,34.9,34.3,53,50,0.0,1,40.16
58607,2022-08-08 12:00:00,1001.9,1004.6,1001.9,1001.4,1.9,2.6,153,134,1.4,157,33.7,34.7,33.7,56,51,0.0,1,39.82
58608,2022-08-08 12:00:00,997.5,1005.1,997.5,996.6,3.0,4.4,190,187,1.4,180,29.6,30.5,29.5,75,73,0.0,1,35.23
