Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan
58015,2022-08-08 07:00:00,997.1,1001.9,997.5,997.1,3.1,5.1,177,198,2.4,180,34.7,34.7,34.4,65,61,0.0,2,46.59
58016,2022-08-08 07:00:00,998.2,1002.2,998.5,998.2,2.7,5.8,205,160,2.2,191,36.1,37.3,36.1,56,52,0.0,2,46.31
58102,2022-08-08 07:00:00,997.6,1002.0,997.9,997.5,3.9,6.2,118,183,2.7,162,36.2,36.6,36.0,56,53,0.0,3,46.61
58107,2022-08-08 07:00:00,997.3,1001.5,997.7,997.3,4.0,6.2,163,172,3.3,197,36.4,36.7,36.3,56,53,0.0,2,47.2
58108,2022-08-08 07:00:00,997.3,1001.8,997.7,997.3,3.8,6.4,166,164,2.4,161,36.1,36.4,35.9,57,54,0.0,2,46.83
58109,2022-08-08 07:00:00,997.7,1001.3,998.1,997.7,4.5,6.9,219,220,4.1,206,36.6,36.9,36.5,53,52,0.0,2,46.21
58112,2022-08-08 07:00:00,901.6,1005.1,902.1,901.6,3.2,5.9,250,117,2.7,130,29.0,30.5,28.3,72,69,0.0,2,33.1
58113,2022-08-08 07:00:00,998.6,1002.3,999.0,998.6,4.1,7.4,219,221,4.1,222,36.6,37.2,36.2,57,52,0.0,3,48.36
58114,2022-08-08 07:00:00,998.3,1001.9,998.8,998.3,2.9,6.5,169,189,2.3,180,37.3,37.5,37.0,47,47,0.0,2,45.06
58116,2022-08-08 07:00:00,998.5,1002.3,998.8,998.5,3.3,5.9,197,183,2.8,192,35.9,36.2,35.6,61,57,0.0,2,48.37
58117,2022-08-08 07:00:00,998.9,1002.1,999.2,998.9,3.1,6.0,211,203,2.2,204,37.8,38.3,37.3,51,49,0.0,2,48.59
