Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan,Station_Name,Country,Province,City,Cnty,Station_Id_d,Lat,Lon,Alti
58015,2022-08-08 08:00:00,997.0,1001.8,997.1,997.0,3.2,5.1,200,159,2.7,189,34.7,34.9,34.6,64,63,0.0,2,46.09,砀山,中国,安徽省,宿州市,砀山县,58015,34.4389,116.3397,42.1
58016,2022-08-08 08:00:00,998.1,1002.1,998.2,998.1,3.1,5.5,217,180,2.6,180,35.7,36.2,35.6,61,56,0.0,2,47.72,萧县,中国,安徽省,宿州市,萧县,58016,34.1803,116.9628,34.9
58116,2022-08-08 08:00:00,998.4,1002.2,998.5,998.3,3.0,5.7,146,173,3.1,167,35.6,35.9,35.6,62,59,0.0,2,47.94,淮北,中国,安徽省,淮北市,杜集区,58116,34.0333,116.8689,32.9
58012,2022-08-08 08:00:00,997.5,1002.3,997.8,997.5,2.1,3.4,180,186,1.3,174,34.4,34.6,34.3,72,67,0.0,1,49.25,丰县,中国,江苏省,徐州市,丰县,58012,34.6719,116.6561,42.0
58013,2022-08-08 08:00:00,998.2,1002.4,998.4,998.2,1.9,3.2,158,225,1.8,209,34.6,35.0,34.5,64,60,0.0,1,45.77,沛县,中国,江苏省,徐州市,沛县,58013,34.7533,116.9058,36.5
58026,2022-08-08 08:00:00,999.6,1002.6,999.9,999.6,3.5,5.7,167,191,2.8,217,36.1,37.1,36.1,56,51,0.0,2,46.31,邳州,中国,江苏省,徐州市,邳州市,58026,34.3942,118.0189,25.7
58027,2022-08-08 08:00:00,997.6,1002.3,997.7,997.6,3.0,5.2,171,226,2.1,180,36.1,36.8,36.1,53,51,0.0,2,44.81,徐州,中国,江苏省,徐州市,市辖区,58027,34.2872,117.1586,41.2
58035,2022-08-08 08:00:00,999.6,1003.0,999.9,999.5,3.0,4.8,203,198,3.0,215,36.6,36.7,36.0,54,52,0.0,2,46.73,新沂,中国,江苏省,徐州市,新沂市,58035,34.3319,118.3536,29.3
58036,2022-08-08 08:00:00,999.3,1003.1,999.5,999.3,2.2,3.9,207,193,1.8,198,35.4,36.2,35.4,56,54,0.0,2,44.3,东海,中国,江苏省,连云港市,东海县,58036,34.5425,118.7136,32.9
58038,2022-08-08 08:00:00,1002.1,1003.4,1002.3,1002.1,2.9,4.5,202,187,1.7,184,36.4,36.6,36.4,57,52,0.0,2,47.75,沭阳,中国,江苏省,宿迁市,沭阳县,58038,34.0911,118.7836,10.4
58040,2022-08-08 08:00:00,1002.2,1002.9,1002.6,1002.2,2.5,4.9,247,198,2.5,215,35.9,36.1,35.9,58,56,0.0,2,46.75,赣榆,中国,江苏省,连云港市,赣榆区,58040,34.8564,119.1269,5.3
58041,2022-08-08 08:00:00,1000.2,1003.3,1000.4,1000.2,4.8,6.8,198,189,3.4,203,35.4,35.7,33.7,58,53,0.0,3,45.26,西连岛,中国,江苏省,连云港市,连云区,58041,34.7778,119.4425,26.2
58044,2022-08-08 08:00:00,1002.6,1003.3,1002.8,1002.6,2.5,4.1,213,193,1.5,190,35.2,36.0,35.2,70,57,0.0,2,51.08,连云港,中国,江苏省,连云港市,市辖区,58044,34.5489,119.2347,4.7
