Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan,Station_Name,Country,Province,City,Cnty,Station_Id_d,Lat,Lon,Alti
58015,2022-08-09,999.5,1004.4,999.5,999.0,2.8,4.7,354,335,3.2,335,27.2,27.8,27.2,99,99,0.0,2,33.38,砀山,中国,安徽省,宿州市,砀山县,58015,34.4389,116.3397,42.1
58016,2022-08-09,999.6,1003.7,999.8,999.6,1.7,3.3,222,183,1.2,217,31.2,31.2,30.8,77,75,0.0,1,40.47,萧县,中国,安徽省,宿州市,萧县,58016,34.1803,116.9628,34.9
58116,2022-08-09,1000.0,1003.8,1000.0,999.8,2.1,3.4,191,186,1.5,179,30.9,31.0,30.3,82,81,0.0,1,41.25,淮北,中国,安徽省,淮北市,杜集区,58116,34.0333,116.8689,32.9
58012,2022-08-09,999.7,1004.6,999.8,999.3,3.7,5.9,346,351,3.1,350,28.5,28.6,28.2,97,96,0.0,3,37.42,丰县,中国,江苏省,徐州市,丰县,58012,34.6719,116.6561,42.0
58013,2022-08-09,1000.2,1004.4,1000.2,999.6,2.2,3.9,5,353,1.7,323,29.6,29.6,29.1,96,96,0.0,2,41.27,沛县,中国,江苏省,徐州市,沛县,58013,34.7533,116.9058,36.5
58026,2022-08-09,1001.0,1004.0,1001.0,1000.7,2.8,4.3,213,205,2.9,203,32.5,32.5,31.0,67,67,0.0,2,40.75,邳州,中国,江苏省,徐州市,邳州市,58026,34.3942,118.0189,25.7
58027,2022-08-09,999.3,1004.0,999.3,999.0,1.7,2.8,238,274,2.0,262,31.7,31.8,31.6,72,70,0.0,1,40.24,徐州,中国,江苏省,徐州市,市辖区,58027,34.2872,117.1586,41.2
58035,2022-08-09,1000.8,1004.2,1000.8,1000.5,2.0,3.6,193,200,1.4,191,31.5,31.5,30.9,76,76,0.0,2,41.07,新沂,中国,江苏省,徐州市,新沂市,58035,34.3319,118.3536,29.3
58036,2022-08-09,1000.4,1004.2,1000.4,1000.2,2.4,3.9,171,171,1.9,169,30.9,30.9,30.4,87,87,0.0,2,43.1,东海,中国,江苏省,连云港市,东海县,58036,34.5425,118.7136,32.9
58038,2022-08-09,1003.3,1004.6,1003.3,1003.1,1.7,3.7,173,184,0.8,176,31.1,31.1,30.2,79,77,0.0,1,40.85,沭阳,中国,江苏省,宿迁市,沭阳县,58038,34.0911,118.7836,10.4
58040,2022-08-09,1003.4,1004.1,1003.4,1003.3,2.7,5.0,206,207,3.5,212,32.1,32.1,31.3,79,79,0.0,2,44.3,赣榆,中国,江苏省,连云港市,赣榆区,58040,34.8564,119.1269,5.3
58041,2022-08-09,1001.2,1004.3,1001.2,1001.0,5.1,6.7,222,228,3.1,223,33.0,33.0,32.5,62,62,0.0,2,40.25,西连岛,中国,江苏省,连云港市,连云区,58041,34.7778,119.4425,26.2
58044,2022-08-09,1003.8,1004.5,1003.9,1003.7,3.1,4.3,201,213,2.8,201,30.5,30.6,30.2,78,76,0.0,2,38.61,连云港,中国,江苏省,连云港市,市辖区,58044,34.5489,119.2347,4.7
58045,2022-08-09,1004.3,1005.0,1004.3,1004.0,3.0,5.4,199,198,2.4,197,31.2,31.2,30.0,76,74,0.0,2,40.12,响水,中国,江苏省,盐城市,响水县,58045,34.1142,119.3606,4.4
58047,2022-08-09,1004.0,1004.7,1004.0,1003.7,3.0,4.8,206,204,2.1,205,31.7,31.8,31.0,67,64,0.0,2,38.53,灌云,中国,江苏省,连云港市,灌云县,58047,34.2575,119.2361,4.8
58048,2022-08-09,1003.8,1004.8,1003.9,1003.6,2.9,4.5,189,179,2.7,191,31.6,31.6,30.2,76,74,0.0,2,41.39,灌南,中国,江苏省,连云港市,灌南县,58048,34.0639,119.2928,8.0
58049,2022-08-09,1004.6,1005.2,1004.6,1004.4,2.5,5.7,214,210,2.9,198,30.3,30.3,30.0,78,76,0.0,2,38.0,滨海,中国,江苏省,盐城市,滨海县,58049,34.0164,119.8031,4.1
54709,2022-08-09,1004.9,1007.9,1004.9,1004.0,4.3,6.4,357,358,3.7,356,19.7,20.1,19.6,100,100,3.9,2,20.34,武城,中国,山东省,德州市,武城县,54709,37.2333,116.0667,24.8
54712,2022-08-09,1004.6,1006.9,1004.6,1004.0,6.5,12.4,62,35,5.2,46,21.2,22.0,21.2,94,94,0.0,4,21.83,临邑,中国,山东省,德州市,临邑县,54712,37.2,116.8167,18.5
54714,2022-08-09,1004.8,1007.9,1004.8,1003.9,3.7,5.6,28,352,2.2,29,20.8,20.9,20.8,92,92,0.0,2,21.34,德州,中国,山东省,德州市,德城区,54714,37.35,116.3333,25.4
54715,2022-08-09,1005.3,1007.5,1005.3,1004.8,4.9,9.3,64,52,4.3,58,21.7,21.7,21.2,83,82,0.0,3,22.09,陵城,中国,山东省,临沂市,兰陵县,54715,37.3167,116.5167,17.6
54716,2022-08-09,1006.0,1008.1,1006.0,1005.0,4.0,6.8,73,61,2.6,74,21.5,21.6,21.2,85,84,0.0,2,21.93,宁津,中国,山东省,德州市,宁津县,54716,37.6667,116.8,17.3
54722,2022-08-09,1007.0,1007.9,1007.0,1006.2,7.1,11.0,62,40,3.1,63,20.0,20.0,19.4,98,98,0.0,2,20.61,无棣,中国,山东省,滨州市,无棣县,54722,37.75,117.6333,6.8
54723,2022-08-09,1006.9,1008.2,1006.9,1006.0,6.0,9.7,59,55,3.1,61,20.0,20.0,19.5,92,88,0.1,2,20.46,阳信,中国,山东省,滨州市,阳信县,54723,37.65,117.5667,10.1
54724,2022-08-09,1005.3,1007.2,1005.4,1004.9,6.5,10.3,34,37,5.7,34,20.4,21.0,20.4,89,89,0.0,4,20.82,商河,中国,山东省,济南市,商河县,54724,37.3167,117.1333,14.8
54725,2022-08-09,1006.3,1007.8,1006.3,1005.3,5.1,9.1,46,45,4.0,44,20.0,20.0,19.9,95,95,0.0,3,20.54,惠民,中国,山东省,滨州市,惠民县,54725,37.5,117.5333,11.7
54726,2022-08-09,1006.5,1008.0,1006.5,1005.6,4.3,7.9,79,78,3.8,67,21.2,21.4,21.1,89,88,0.0,3,21.7,乐陵,中国,山东省,德州市,乐陵市,54726,37.7,117.1833,11.5
54727,2022-08-09,975.8,1005.9,975.9,975.1,4.8,7.0,321,16,3.7,325,22.1,23.6,22.1,99,99,5.5,2,22.95,章丘,中国,山东省,济南市,章丘区,54727,36.65,117.5167,263.0
54728,2022-08-09,1006.6,1008.0,1006.6,1005.9,4.0,8.6,79,66,4.0,68,20.8,20.8,20.3,86,85,0.0,3,21.18,庆云,中国,山东省,德州市,庆云县,54728,37.7667,117.35,10.5
54729,2022-08-09,1005.1,1006.6,1005.1,1004.5,5.5,9.3,53,32,3.5,47,21.8,22.8,21.8,96,96,11.0,3,22.54,高青,中国,山东省,淄博市,高青县,54729,37.1667,117.8667,11.5
54734,2022-08-09,1004.9,1007.1,1005.1,1004.1,6.9,11.5,42,42,4.1,42,20.6,22.2,20.6,92,92,5.3,3,21.12,滨州,中国,山东省,滨州市,滨城区,54734,37.35,118.0333,17.8
54736,2022-08-09,1006.7,1007.5,1006.7,1004.6,4.4,10.7,54,26,2.5,54,20.8,23.6,20.8,88,81,5.4,2,21.23,东营,中国,山东省,东营市,东营区,54736,37.4333,118.6667,6.0
54744,2022-08-09,1006.4,1007.5,1006.7,1004.3,4.5,9.4,50,71,3.5,57,21.3,22.5,21.3,77,76,0.1,3,21.5,垦利,中国,山东省,东营市,垦利区,54744,37.5833,118.55,8.5
54749,2022-08-09,999.1,1004.8,999.2,998.6,3.9,7.1,89,88,3.9,90,24.7,25.8,24.7,95,94,14.5,3,25.71,莱州,中国,山东省,烟台市,莱州市,54749,37.1833,119.95,48.4
54751,2022-08-09,1002.2,1006.9,1002.7,1000.9,4.9,6.5,83,106,1.9,91,23.7,24.1,23.7,99,91,0.1,2,24.71,长岛,中国,山东省,烟台市,长岛县,54751,37.9392,120.7256,39.7
54752,2022-08-09,1000.5,1007.6,1000.7,998.6,3.8,9.3,46,75,2.6,85,22.8,23.7,22.8,85,77,5.6,3,23.36,蓬莱,中国,山东省,烟台市,蓬莱市,54752,37.8,120.7667,60.7
54753,2022-08-09,1006.3,1007.0,1006.3,1005.6,4.7,8.4,64,71,3.6,71,23.1,23.8,23.1,90,90,2.4,3,23.82,龙口,中国,山东省,烟台市,龙口市,54753,37.6333,120.3333,4.8
54755,2022-08-09,992.5,1006.1,992.5,991.5,2.9,5.3,20,97,1.5,38,23.5,23.9,23.5,95,95,8.3,2,24.39,招远,中国,山东省,烟台市,招远市,54755,37.3283,120.3869,117.8
54759,2022-08-09,982.1,1005.7,982.3,982.0,6.2,9.6,46,47,7.0,46,22.9,22.9,22.8,100,100,0.0,4,23.86,栖霞,中国,山东省,烟台市,栖霞市,54759,37.3247,120.8519,205.5
54764,2022-08-09,1000.1,1006.4,1000.3,999.9,2.6,4.8,86,42,2.4,85,23.4,23.6,23.4,94,93,1.6,1,24.25,福山,中国,山东省,烟台市,福山区,54764,37.4833,121.2333,53.9
54765,2022-08-09,996.9,1006.5,997.1,996.9,5.2,8.0,28,43,4.1,27,23.2,23.2,22.8,98,98,3.7,3,24.13,烟台,中国,山东省,烟台市,莱山区,54765,37.4833,121.4333,82.0
54776,2022-08-09,1000.8,1006.4,1000.9,1000.1,10.0,12.8,28,16,8.0,27,22.9,23.9,22.9,98,98,5.8,5,23.8,成山头,中国,山东省,威海市,荣成市,54776,37.4,122.7,47.7
54777,2022-08-09,992.6,1006.2,992.9,992.2,5.3,7.9,67,73,4.2,71,23.5,23.8,23.4,96,95,9.9,3,24.41,文登,中国,山东省,威海市,文登区,54777,37.2,122.0667,118.0
54802,2022-08-09,1003.8,1007.9,1003.8,1002.7,3.9,6.8,28,17,3.4,41,20.3,20.5,20.3,96,96,0.0,2,20.89,临清,中国,山东省,聊城市,临清市,54802,36.8167,115.7333,34.0
54806,2022-08-09,1002.3,1006.6,1002.3,1001.8,4.0,7.3,360,17,3.9,9,22.1,22.5,22.1,96,95,0.0,3,22.87,聊城,中国,山东省,聊城市,东昌府区,54806,36.3494,115.9761,36.1
54807,2022-08-09,1001.8,1006.7,1001.9,1000.9,4.8,7.3,351,7,3.3,360,21.4,21.5,21.3,100,100,0.0,3,22.21,阳谷,中国,山东省,聊城市,阳谷县,54807,36.15,115.7667,41.2
54808,2022-08-09,1002.6,1007.2,1002.6,1001.6,4.8,9.8,348,5,4.7,350,21.5,21.5,21.0,97,97,0.0,3,22.24,莘县,中国,山东省,聊城市,莘县,54808,36.2156,115.6267,38.7
54812,2022-08-09,1003.2,1006.2,1003.5,1002.5,2.6,4.3,57,30,2.3,57,22.0,22.1,21.9,100,100,13.3,2,22.87,齐河,中国,山东省,德州市,齐河县,54812,36.7333,116.7167,24.7
54814,2022-08-09,1003.2,1006.8,1003.2,1002.6,4.0,6.3,31,23,2.2,9,21.9,21.9,21.9,98,98,0.0,2,22.7,茌平,中国,山东省,聊城市,茌平县,54814,36.5333,116.25,29.7
54815,2022-08-09,1002.5,1006.3,1002.6,1001.8,4.3,7.5,8,2,3.6,358,22.0,22.4,22.0,98,98,1.5,3,22.81,东阿,中国,山东省,聊城市,东阿县,54815,36.3833,116.2667,31.4
54816,2022-08-09,994.3,1005.8,994.5,994.0,4.9,7.1,356,12,2.4,356,22.2,22.3,22.0,97,97,0.0,2,23.01,长清,中国,山东省,济南市,长清区,54816,36.5167,116.8,98.9
54818,2022-08-09,997.0,1006.3,997.0,995.9,5.0,8.2,5,346,3.6,16,22.0,22.3,22.0,97,97,3.8,3,22.79,平阴,中国,山东省,济南市,平阴县,54818,36.25,116.4167,79.9
54819,2022-08-09,992.2,1005.3,992.2,991.6,2.1,4.9,31,313,0.8,10,23.1,24.9,23.1,97,95,11.4,1,24.0,肥城,中国,山东省,泰安市,肥城市,54819,36.1833,116.8,113.6
54821,2022-08-09,1004.0,1006.5,1004.2,1003.1,5.8,9.6,38,45,4.8,34,21.1,22.2,21.1,95,95,12.1,3,21.75,济阳,中国,山东省,济南市,济阳县,54821,37.0,117.2,20.4
54822,2022-08-09,1000.9,1006.5,1001.0,999.7,2.9,5.4,321,5,0.8,330,23.1,24.0,23.1,100,100,15.4,1,24.08,邹平,中国,山东省,滨州市,邹平县,54822,36.8667,117.7333,47.4
54823,2022-08-09,986.7,1006.3,986.8,986.1,2.2,4.2,360,34,2.2,15,22.5,22.6,22.4,96,96,0.5,2,23.31,济南,中国,山东省,济南市,市中区,54823,36.6019,117.0081,170.3
54824,2022-08-09,994.9,1005.9,994.9,994.1,2.3,5.4,339,344,2.1,342,24.6,25.4,24.6,97,97,1.5,2,25.65,淄川,中国,山东省,淄博市,淄川区,54824,36.6333,117.95,95.0
54825,2022-08-09,982.6,1004.2,982.6,981.8,1.2,3.2,349,8,1.5,35,25.1,25.1,25.0,82,81,3.4,1,25.81,博山,中国,山东省,淄博市,博山区,54825,36.5167,117.85,189.7
54826,2022-08-09,843.4,1006.4,843.9,842.9,9.9,18.6,264,241,7.6,252,19.9,21.1,19.3,100,100,14.0,5,20.56,泰山,中国,山东省,泰安市,泰山区,54826,36.25,117.1,1533.7
54827,2022-08-09,990.5,1005.2,990.5,990.0,1.7,3.1,261,175,1.3,240,25.8,26.0,25.8,95,95,2.4,1,27.66,泰安,中国,山东省,泰安市,泰山区,54827,36.1667,117.15,128.6
54828,2022-08-09,978.7,1004.7,978.9,978.4,1.3,2.5,301,317,0.3,297,25.1,25.4,25.1,98,98,3.0,1,26.22,莱芜,中国,山东省,莱芜市, ,54828,36.2333,117.6833,229.3
54829,2022-08-09,996.7,1006.7,996.7,995.3,3.3,5.4,336,331,2.4,332,23.8,24.3,23.8,97,97,3.6,2,24.77,周村,中国,山东省,淄博市,周村区,54829,36.7667,117.8667,85.7
54830,2022-08-09,1002.1,1006.2,1002.1,1001.2,2.8,5.4,33,346,3.2,7,23.7,24.0,23.7,97,97,4.0,2,24.66,淄博,中国,山东省,淄博市,张店区,54830,36.8167,117.9333,34.4
54831,2022-08-09,992.9,1004.7,992.9,992.1,2.4,3.9,315,331,1.6,334,25.2,25.2,25.1,97,96,4.8,2,26.31,青州,中国,山东省,潍坊市,青州市,54831,36.65,118.5,102.5
54832,2022-08-09,1002.3,1005.1,1002.4,1001.3,3.1,6.3,18,313,3.6,342,25.4,25.9,25.4,96,96,2.8,2,26.5,寿光,中国,山东省,潍坊市,寿光市,54832,36.8631,118.7953,23.4
54833,2022-08-09,1004.3,1006.2,1004.3,1003.5,3.5,8.8,29,27,2.1,24,23.5,24.0,23.5,100,100,5.3,2,24.52,桓台,中国,山东省,淄博市,桓台县,54833,36.9667,118.0833,15.1
54834,2022-08-09,1000.3,1005.8,1000.3,999.3,3.5,6.2,6,4,3.4,360,24.0,24.5,24.0,98,98,7.6,3,25.01,临淄,中国,山东省,淄博市,临淄区,54834,36.8667,118.2833,46.3
54835,2022-08-09,987.7,1004.8,987.9,987.2,2.9,5.0,30,27,4.2,28,25.6,26.0,25.6,96,96,4.0,2,27.11,临朐,中国,山东省,潍坊市,临朐县,54835,36.4733,118.5606,149.5
54836,2022-08-09,970.5,1004.8,970.5,970.1,2.2,4.1,311,127,0.7,311,26.4,26.4,26.1,100,100,0.1,1,29.74,沂源,中国,山东省,淄博市,沂源县,54836,36.1833,118.1667,305.1
54837,2022-08-09,995.8,1004.9,995.8,994.7,3.3,5.6,214,229,2.8,226,25.2,25.9,25.2,99,99,1.4,2,26.36,昌乐,中国,山东省,潍坊市,昌乐县,54837,36.6797,118.8361,78.8
54841,2022-08-09,1001.4,1004.2,1001.8,1001.0,1.8,2.7,256,109,0.4,259,26.0,26.0,25.7,100,100,2.8,1,28.41,昌邑,中国,山东省,潍坊市,昌邑市,54841,36.8617,119.4181,23.5
