Station_Id_C,dt,PRS,PRS_Sea,PRS_Max,PRS_Min,WIN_S_Max,WIN_S_Inst_Max,WIN_D_INST_Max,WIN_D_Avg_2mi,WIN_S_Avg_2mi,WIN_D_S_Max,TEM,TEM_Max,TEM_Min,RHU,RHU_Min,PRE_1h,windpower,tigan,Station_Name,Country,Province,City,Cnty,Station_Id_d,Lat,Lon,Alti
58015,2022-08-08,997.5,1002.3,997.5,997.2,4.6,7.2,180,190,3.9,201,31.2,31.3,30.4,71,69,0.0,3,38.46,砀山,中国,安徽省,宿州市,砀山县,58015,34.4389,116.3397,42.1
58016,2022-08-08,999.0,1003.0,999.0,998.7,3.5,5.9,183,190,3.4,180,32.4,32.4,30.9,68,68,0.0,2,40.83,萧县,中国,安徽省,宿州市,萧县,58016,34.1803,116.9628,34.9
58116,2022-08-08,999.2,1003.0,999.3,999.0,3.5,5.2,186,177,2.2,180,32.2,32.3,31.1,72,70,0.0,2,41.77,淮北,中国,安徽省,淮北市,杜集区,58116,34.0333,116.8689,32.9
58012,2022-08-08,998.0,1002.9,998.0,997.7,2.8,5.4,190,215,2.5,187,31.1,31.1,29.4,81,80,0.0,2,41.58,丰县,中国,江苏省,徐州市,丰县,58012,34.6719,116.6561,42.0
58013,2022-08-08,998.8,1003.0,998.8,998.4,2.4,4.3,206,199,1.5,200,31.6,31.6,30.8,70,70,0.0,1,39.26,沛县,中国,江苏省,徐州市,沛县,58013,34.7533,116.9058,36.5
58026,2022-08-08,1000.4,1003.4,1000.9,1000.3,2.4,3.5,199,193,2.2,208,32.5,32.5,31.3,70,70,0.0,2,41.91,邳州,中国,江苏省,徐州市,邳州市,58026,34.3942,118.0189,25.7
58027,2022-08-08,998.5,1003.2,998.5,998.3,2.0,4.1,199,196,1.8,205,33.1,33.1,31.8,62,61,0.0,2,40.52,徐州,中国,江苏省,徐州市,市辖区,58027,34.2872,117.1586,41.2
58035,2022-08-08,1000.4,1003.8,1000.8,1000.3,1.6,3.3,202,173,1.5,167,32.3,32.3,31.0,76,75,0.0,1,43.72,新沂,中国,江苏省,徐州市,新沂市,58035,34.3319,118.3536,29.3
58036,2022-08-08,1000.3,1004.1,1000.4,1000.1,2.9,5.1,197,184,1.8,187,31.4,31.4,30.5,78,77,0.0,2,41.48,东海,中国,江苏省,连云港市,东海县,58036,34.5425,118.7136,32.9
58038,2022-08-08,1003.1,1004.4,1003.4,1003.0,2.0,3.4,209,213,1.7,204,31.9,31.9,31.3,75,75,0.0,2,41.98,沭阳,中国,江苏省,宿迁市,沭阳县,58038,34.0911,118.7836,10.4
58040,2022-08-08,1003.3,1004.0,1003.3,1003.1,3.6,6.0,183,169,3.0,180,32.5,32.5,31.5,73,72,0.0,2,43.13,赣榆,中国,江苏省,连云港市,赣榆区,58040,34.8564,119.1269,5.3
58041,2022-08-08,1001.0,1004.1,1001.0,1000.7,5.3,6.9,217,213,4.7,211,32.9,32.9,32.3,65,64,0.0,3,41.12,西连岛,中国,江苏省,连云港市,连云区,58041,34.7778,119.4425,26.2
58044,2022-08-08,1003.7,1004.4,1003.8,1003.5,2.9,4.6,201,198,2.6,197,31.6,31.6,31.0,78,77,0.0,2,42.15,连云港,中国,江苏省,连云港市,市辖区,58044,34.5489,119.2347,4.7
58045,2022-08-08,1003.9,1004.6,1004.1,1003.9,2.3,4.1,176,205,1.8,178,31.2,31.2,30.5,80,79,0.0,2,41.55,响水,中国,江苏省,盐城市,响水县,58045,34.1142,119.3606,4.4
58047,2022-08-08,1003.6,1004.3,1003.8,1003.6,2.8,4.8,202,199,3.5,198,31.8,31.8,30.5,71,70,0.0,2,40.18,灌云,中国,江苏省,连云港市,灌云县,58047,34.2575,119.2361,4.8
58048,2022-08-08,1003.5,1004.5,1003.7,1003.5,3.0,4.9,196,197,3.2,189,32.1,32.1,30.6,76,75,0.0,2,43.05,灌南,中国,江苏省,连云港市,灌南县,58048,34.0639,119.2928,8.0
58049,2022-08-08,1004.4,1005.0,1004.5,1004.3,2.5,5.1,193,194,2.4,195,32.1,32.2,31.3,75,75,0.0,2,42.64,滨海,中国,江苏省,盐城市,滨海县,58049,34.0164,119.8031,4.1
54709,2022-08-08,1000.3,1003.2,1000.5,999.6,6.2,8.1,334,331,3.9,343,27.9,28.9,27.9,100,100,0.0,4,36.02,武城,中国,山东省,德州市,武城县,54709,37.2333,116.0667,24.8
54712,2022-08-08,1000.9,1003.1,1000.9,1000.3,1.4,2.9,360,357,2.1,354,29.7,29.7,29.1,93,93,0.0,1,40.66,临邑,中国,山东省,德州市,临邑县,54712,37.2,116.8167,18.5
54714,2022-08-08,1000.0,1003.0,1000.3,999.6,4.1,7.1,62,43,4.3,40,28.3,29.0,28.3,98,98,0.4,3,36.96,德州,中国,山东省,德州市,德城区,54714,37.35,116.3333,25.4
54715,2022-08-08,1001.2,1003.3,1001.3,1000.4,2.5,5.1,32,31,3.9,29,28.8,28.9,28.3,93,92,0.3,2,37.38,陵城,中国,山东省,临沂市,兰陵县,54715,37.3167,116.5167,17.6
54716,2022-08-08,1001.8,1003.9,1001.9,1000.9,4.0,6.3,73,111,2.8,64,26.8,27.3,26.7,95,93,3.2,2,31.39,宁津,中国,山东省,德州市,宁津县,54716,37.6667,116.8,17.3
54722,2022-08-08,1003.2,1004.1,1003.4,1002.4,4.3,6.4,69,60,3.3,69,26.4,26.4,26.0,100,100,12.1,2,29.74,无棣,中国,山东省,滨州市,无棣县,54722,37.75,117.6333,6.8
54723,2022-08-08,1003.4,1004.7,1003.4,1002.2,3.4,5.8,49,61,1.2,32,26.2,26.6,25.9,96,94,44.1,2,28.86,阳信,中国,山东省,滨州市,阳信县,54723,37.65,117.5667,10.1
54724,2022-08-08,1002.1,1003.9,1002.1,1000.9,5.0,10.2,35,32,5.5,31,27.4,28.8,27.4,94,92,0.1,3,33.01,商河,中国,山东省,济南市,商河县,54724,37.3167,117.1333,14.8
54725,2022-08-08,1003.1,1004.6,1003.2,1001.9,4.3,8.2,40,14,3.5,33,25.9,27.4,25.9,100,100,26.4,3,28.09,惠民,中国,山东省,滨州市,惠民县,54725,37.5,117.5333,11.7
54726,2022-08-08,1002.6,1004.0,1002.7,1002.0,4.4,7.5,17,73,3.8,91,26.3,26.7,26.3,100,100,15.1,2,29.41,乐陵,中国,山东省,德州市,乐陵市,54726,37.7,117.1833,11.5
54727,2022-08-08,973.9,1003.3,973.9,973.0,4.8,5.7,173,174,4.8,173,29.5,29.5,29.2,77,77,0.0,3,35.43,章丘,中国,山东省,济南市,章丘区,54727,36.65,117.5167,263.0
54728,2022-08-08,1002.9,1004.2,1002.9,1002.5,3.1,5.6,25,46,1.8,16,26.1,26.4,26.1,100,100,8.6,2,28.74,庆云,中国,山东省,德州市,庆云县,54728,37.7667,117.35,10.5
54729,2022-08-08,1002.2,1003.6,1002.3,1001.2,4.8,8.3,48,54,4.3,46,28.6,29.1,28.6,88,87,0.0,3,35.39,高青,中国,山东省,淄博市,高青县,54729,37.1667,117.8667,11.5
54734,2022-08-08,1001.7,1003.9,1001.7,1001.1,4.8,8.3,59,47,1.2,74,26.9,27.8,26.9,96,92,7.0,2,31.86,滨州,中国,山东省,滨州市,滨城区,54734,37.35,118.0333,17.8
54736,2022-08-08,1003.2,1004.0,1003.2,1002.6,4.6,9.7,32,37,3.3,25,27.7,28.0,27.7,91,89,0.3,3,33.31,东营,中国,山东省,东营市,东营区,54736,37.4333,118.6667,6.0
54744,2022-08-08,1003.1,1004.2,1003.1,1002.4,4.4,10.7,50,59,5.1,54,27.3,27.3,26.8,95,94,1.9,3,32.9,垦利,中国,山东省,东营市,垦利区,54744,37.5833,118.55,8.5
54749,2022-08-08,998.9,1004.5,998.9,997.6,4.3,9.3,14,54,3.3,20,27.6,30.2,27.6,88,77,0.3,3,32.39,莱州,中国,山东省,烟台市,莱州市,54749,37.1833,119.95,48.4
54751,2022-08-08,1000.5,1005.2,1000.6,999.9,8.0,12.5,46,34,5.3,41,25.3,25.3,24.6,100,100,5.1,4,26.5,长岛,中国,山东省,烟台市,长岛县,54751,37.9392,120.7256,39.7
54752,2022-08-08,998.1,1005.1,998.3,997.9,4.1,9.2,56,67,4.6,54,25.5,25.7,25.3,97,97,5.3,2,26.64,蓬莱,中国,山东省,烟台市,蓬莱市,54752,37.8,120.7667,60.7
54753,2022-08-08,1004.7,1005.4,1004.8,1004.1,5.7,10.3,46,68,2.3,41,25.3,25.9,25.3,100,100,35.7,2,26.5,龙口,中国,山东省,烟台市,龙口市,54753,37.6333,120.3333,4.8
54755,2022-08-08,991.6,1005.0,991.6,990.3,8.1,12.1,320,19,4.1,337,26.4,27.5,26.4,92,89,0.0,3,29.21,招远,中国,山东省,烟台市,招远市,54755,37.3283,120.3869,117.8
54759,2022-08-08,981.8,1005.1,981.8,980.5,7.7,13.0,29,9,5.4,23,25.8,28.1,25.8,96,94,0.0,4,27.68,栖霞,中国,山东省,烟台市,栖霞市,54759,37.3247,120.8519,205.5
54764,2022-08-08,998.5,1004.7,998.6,997.1,8.6,12.9,349,26,4.7,349,26.7,29.0,26.7,92,86,2.7,4,30.6,福山,中国,山东省,烟台市,福山区,54764,37.4833,121.2333,53.9
54765,2022-08-08,995.2,1004.6,995.2,993.9,6.3,11.7,357,355,7.6,357,26.8,28.9,26.8,93,87,0.5,4,31.05,烟台,中国,山东省,烟台市,莱山区,54765,37.4833,121.4333,82.0
54776,2022-08-08,998.8,1004.4,998.8,998.1,3.0,6.3,353,349,2.1,349,27.1,28.7,27.1,94,86,0.0,2,32.1,成山头,中国,山东省,威海市,荣成市,54776,37.4,122.7,47.7
54777,2022-08-08,990.9,1004.3,990.9,990.3,2.3,3.6,260,239,2.5,248,29.2,29.3,28.9,89,89,0.0,2,37.62,文登,中国,山东省,威海市,文登区,54777,37.2,122.0667,118.0
54802,2022-08-08,998.7,1002.7,998.7,997.7,1.6,2.5,183,79,1.0,150,29.4,30.0,29.4,94,91,0.0,1,39.85,临清,中国,山东省,聊城市,临清市,54802,36.8167,115.7333,34.0
54806,2022-08-08,998.4,1002.6,998.9,997.6,2.5,3.8,158,149,0.7,158,31.1,31.2,30.0,80,79,0.0,1,41.21,聊城,中国,山东省,聊城市,东昌府区,54806,36.3494,115.9761,36.1
54807,2022-08-08,997.6,1002.4,997.7,996.8,2.3,3.2,201,155,1.1,199,31.3,31.4,30.1,79,79,0.0,1,41.52,阳谷,中国,山东省,聊城市,阳谷县,54807,36.15,115.7667,41.2
